,Class Prefix,Class Number,Class title,Class day,start_time,finish_time,Class instructor
1778,MATH,111-4,Calculus I,TuThF,8:30:00,9:20:00,Tien Chih
1779,MATH,112-1,Calculus II,MW,11:30:00,12:45:00,Fang Chen
1780,MATH,112-2,Calculus II,MW,10:00:00,11:15:00,Fang Chen
1781,MATH,185-1,Topics in Mathematics,MW,11:30:00,12:45:00,Michael Rogers
1783,MATH,210-1,Advanced Calculus for Data Science,MW,14:30:00,15:45:00,Francis Adams
1784,MATH,210-2,Advanced Calculus for Data Science,F,13:00:00,13:50:00,Francis Adams
1785,MATH,211-1,Multivariable Calculus,MF,13:00:00,14:15:00,Christina Lee
1786,MATH,221-2,Linear Algebra,MW,8:30:00,9:45:00,Jonathan Hulgan
1787,MATH,221-3,Linear Algebra,MW,10:00:00,11:15:00,Jonathan Hulgan
1789,ACT,200-1101,Accounting The Language of Business,MW,8:30:00,9:45:00,Jianxin Zhao
1790,ACT,200-1102,Accounting The Language of Business,MW,10:00:00,11:15:00,Jianxin Zhao
1791,ACT,200-1103,Accounting The Language of Business,MW,16:00:00,17:15:00,Jianxin Zhao
1792,ACT,200-1104,Accounting The Language of Business,TuTh,14:30:00,15:45:00,Allison Kays
1793,ACT,300-1101,Business Analysis  Valuation,MW,11:30:00,12:45:00,Jan Barton
1794,ACT,300-1102,Business Analysis  Valuation,MW,10:00:00,11:15:00,Jan Barton
1795,ACT,312A-1142,Financial Reporting I,MW,13:00:00,14:15:00,Tonya Smalls
1796,ACT,399R-1101,Special Topics in Accounting,TuTh,10:00:00,11:15:00,Jeff Byrne
1797,ACT,399R-1102,Special Topics in Accounting,TuTh,14:30:00,15:45:00,Jeff Byrne
1798,ACT,399R-1144,Special Topics in Accounting,MW,10:00:00,11:15:00,Usha Rackliffe
1799,ACT,399R-1145,Special Topics in Accounting,TuTh,14:30:00,15:45:00,Teri Yohn
1800,ACT,399R-1445,Special Topics in Accounting,TuTh,14:30:00,15:45:00,Teri Yohn
1801,ACT,410-1101,Legal Environment of Business,MW,14:30:00,15:45:00,Allison Burdette
1802,ACT,410-1102,Legal Environment of Business,MW,13:00:00,14:15:00,Allison Burdette
1803,ACT,410-1103,Legal Environment of Business,TuTh,16:00:00,17:15:00,Allison Burdette
1804,ACT,410-1104,Legal Environment of Business,TuTh,14:30:00,15:45:00,Allison Burdette
1805,ACT,499R-1101,Special Topics,TuTh,10:00:00,11:15:00,Allison Kays
1806,ACT,499R-1143,Special Topics,TuTh,11:30:00,12:45:00,Suhas Sridharan
1807,ACT,499R-1443,Special Topics,TuTh,11:30:00,12:45:00,Suhas Sridharan
1813,ACT,599R-1243,Special Topics,TuTh,11:30:00,12:45:00,Suhas Sridharan
1814,ACT,599R-1244,Special Topics,MW,10:00:00,11:15:00,Usha Rackliffe
1815,ACT,599R-1245,Special Topics,TuTh,14:30:00,15:45:00,Teri Yohn
1816,ACT,599R-3243,Special Topics,TuTh,11:30:00,12:45:00,Suhas Sridharan
1817,ACT,599R-3244,Special Topics,MW,10:00:00,11:15:00,Usha Rackliffe
1818,ACT,599R-3245,Special Topics,TuTh,14:30:00,15:45:00,Teri Yohn
1819,ACT,612A-1242,Financial Reporting I,MW,13:00:00,14:15:00,Tonya Smalls
1820,ACT,612A-3242,Financial Reporting I,MW,13:00:00,14:15:00,Tonya Smalls
1821,ACT,615-1241,Federal Income Taxation,MW,11:30:00,12:45:00,Usha Rackliffe
1822,ACT,615-3241,Federal Income Taxation,MW,11:30:00,12:45:00,Usha Rackliffe
1823,ACT,650-1240,Accounting for Business Combinations and Multinational Operations,MW,14:30:00,15:45:00,Jan Barton
1824,ACT,650-3240,Accounting for Business Combinations and Multinational Operations,MW,14:30:00,15:45:00,Jan Barton
1825,ACT,680-1201,Professional Development I Accounting,Th,18:00:00,20:00:00,Jeff Byrne
1866,FREN,101-1,Elementary French I,MWF,8:30:00,9:45:00,Sandra Descourtis
1867,FREN,101-2,Elementary French I,MWF,10:00:00,11:15:00,Sandra Descourtis
1868,FREN,101-3,Elementary French I,TuThF,10:00:00,11:15:00,Dakshayani Sthipam
1869,FREN,101-4,Elementary French I,TuThF,11:30:00,12:45:00,Abigail Young
1870,FREN,102-1,Elementary French II,MWF,10:00:00,11:15:00,Joslyn Gardner
1871,FREN,102-2,Elementary French II,MWF,11:30:00,12:45:00,Timothy Messen
1872,FREN,102-3,Elementary French II,TuThF,10:00:00,11:15:00,Not Listed
1873,FREN,201-1,Intermediate French I,TuThF,10:00:00,11:15:00,Eric Bulakites
1874,FREN,201-2,Intermediate French I,TuThF,11:30:00,12:45:00,Eric Bulakites
1875,FREN,201-3,Intermediate French I,MWF,11:30:00,12:45:00,Lyna Ali
1876,FREN,203-1,Intermediate French II,TuThF,10:00:00,11:15:00,Noelle Giguere
1877,FREN,203-2,Intermediate French II,MWF,11:30:00,12:45:00,Julien Dahan
1878,FREN,203-3,Intermediate French II,TuThF,11:30:00,12:45:00,Not Listed
1879,FREN,310W-1,Writing Skills,MW,10:00:00,11:15:00,Vincent Bornert
1880,FREN,310W-2,Writing Skills,TuTh,11:30:00,12:45:00,Not Listed
1881,FREN,310W-3,Writing Skills,TuTh,13:00:00,14:15:00,Not Listed
1882,FREN,313-1,French and Francophone Culture,TuTh,14:30:00,15:45:00,Eric Bulakites
1883,FREN,314-1,What Is Interpretation,MW,10:00:00,11:15:00,Subha Xavier
1884,FREN,314-2,What Is Interpretation,TuTh,11:30:00,12:45:00,Noelle Giguere
1885,FREN,331-1,Temporalities,TuTh,13:00:00,14:15:00,Claire Nouvet
1886,FREN,341-1,Intersections,MW,14:30:00,15:45:00,Elissa Marder
1887,FREN,488W-1,Topics in French,TuTh,14:30:00,15:45:00,Claire Nouvet
1889,FREN,505-1,Seminar on Pedagogy,M,13:00:00,16:00:00,Sandra Descourtis
1890,FREN,599R-1,Individualized Research,F,13:00:00,16:00:00,Subha Xavier
1891,FREN,775-1,Tops French Literature,Tu,13:00:00,16:00:00,Elissa Marder
1892,FREN,780-1,Ideologies of Theory,M,13:00:00,16:00:00,Geoffrey Bennington
1893,FREN,785-1,Postcolonial Studies,Th,13:00:00,16:00:00,Valerie Loichot
1894,FREN,785-2,Postcolonial Studies,W,13:00:00,16:00:00,Subha Xavier
1895,FREN,799R-1,Individualized Research,F,13:00:00,16:00:00,Subha Xavier
1896,MBC,501-1,Core in Mind Brain and Culture,TuTh,13:00:00,14:15:00,Dietrich Stout
1901,SOC,101-1,Intro to General Sociology,MW,10:00:00,11:15:00,Sonal Nalkur
1902,SOC,101-2,Intro to General Sociology,MW,13:00:00,14:15:00,Sonal Nalkur
1903,SOC,101-3,Intro to General Sociology,MW,16:00:00,17:15:00,Andrea Barra
1904,SOC,101-4,Intro to General Sociology,MW,10:00:00,11:15:00,Amber Churchwell
1905,SOC,190-1,Fresh Sem Sociology,TuTh,11:30:00,12:45:00,Jeff Mullis
1906,SOC,190-2,Fresh Sem Sociology,MW,14:30:00,15:45:00,Roberto Franzosi
1907,SOC,214-1,ClassStatusPower,MW,14:30:00,15:45:00,Allison Sullivan
1908,SOC,225-1,Sociology of Sex and Gender,TuTh,19:00:00,20:15:00,Ashlee Bledsoe
1909,SOC,240-1,Methods in Black Studies,MW,11:30:00,12:45:00,Janeria Easley
1910,SOC,245-1,Individual  Society,TuTh,11:30:00,12:45:00,Karen Hegtvedt
1911,SOC,247-1,Racial  Ethnic Relations,MW,10:00:00,11:15:00,Janeria Easley
1912,SOC,250-1,Foundations of Global Health,TuTh,10:00:00,11:15:00,Rachel HallClifford
1913,SOC,275-1,Social Statistics,TuTh,8:30:00,9:45:00,Jeff Mullis
1914,SOC,331-1,The Meaning of Work,TuTh,11:30:00,12:45:00,Tracy Scott
1915,SOC,331-2,The Meaning of Work,TuTh,14:30:00,15:45:00,Tracy Scott
1916,SOC,343-1,Mass Media And Social Influences,TuTh,14:30:00,15:45:00,Timothy Dowd
1917,SOC,355W-1,Research Methods in Sociology,TuTh,16:00:00,17:15:00,Irene Browne
1918,SOC,355W-2,Research Methods in Sociology,MW,10:00:00,11:15:00,Megan Reed
1919,SOC,370A-1,Community Building and Social Change I  Principles and Perspectives,MW,11:30:00,12:45:00,Michael Rich
1920,SOC,377-1,Public Policy,TuTh,10:00:00,11:15:00,Eddy Yeung
1921,SOC,389-1,Spec Tops in Sociology,MW,14:30:00,15:45:00,Frank Lechner
1922,SOC,389-2,Spec Tops in Sociology,TuTh,11:30:00,12:45:00,Xinxin Yang
1923,SOC,446W-1,BigSmall Data and Visualization,MW,13:00:00,14:15:00,Roberto Franzosi
1924,SOC,457W-1,Development Of Sociological Theory,MW,11:30:00,12:45:00,Frank Lechner
1925,SOC,489-1,Special Topics in Sociology,TuTh,13:00:00,14:15:00,Alyasah Sewell
1926,SOC,489W-1,Special Topics in Sociology,W,18:00:00,21:00:00,Roberto Franzosi
1929,SOC,500-1,Research MethodsModelsStatistics,TuTh,8:30:00,9:45:00,Irene Browne
1930,SOC,508-1,Advanced Network Analysis,MW,11:30:00,12:45:00,Weihua An
1931,SOC,509-1,BigSmall Data  Visualization,MW,13:00:00,14:15:00,Roberto Franzosi
1932,SOC,534-1,Religion  Public Health,Tu,10:00:00,13:00:00,Ellen Idler
1933,SOC,552-1,Structural AspectsSocInteraction,W,13:00:00,16:00:00,Cathryn Johnson
1934,SOC,563-1,Culture and Social Psychology Empirical Research CASPER Workshop,M,13:00:00,16:00:00,Timothy Dowd
1935,SOC,585-1,Advanced Topics in Sociological Research,W,18:00:00,21:00:00,Roberto Franzosi
1940,WGS,100W-1,Gender Trouble,Th,11:30:00,12:45:00,Pamela Scully
1941,WGS,100W-2,Gender Trouble,F,10:00:00,11:15:00,Saneta DevuonoPowell
1942,WGS,100W-3,Gender Trouble,F,14:30:00,15:45:00,Shromona Mandal
1943,WGS,100W-4,Gender Trouble,F,11:30:00,12:45:00,Manjari Sahay
1944,WGS,100W-5,Gender Trouble,F,13:00:00,14:15:00,Monique Wimby
1945,WGS,190-1,Fresh Sem Women Gender  Sexuality Studies,TuTh,8:30:00,9:45:00,Pamela Scully
1946,WGS,190-2,Fresh Sem Women Gender  Sexuality Studies,MW,10:00:00,11:15:00,Ruby Lal
1947,WGS,200-1,Introduction to WGSS,TuTh,13:00:00,14:15:00,Mansi Hitesh
1948,WGS,200-2,Introduction to WGSS,TuTh,10:00:00,11:15:00,Caroline Jackson
1949,WGS,200-3,Introduction to WGSS,MW,10:00:00,11:15:00,Siufung Law
1950,WGS,200-4,Introduction to WGSS,MW,14:30:00,15:45:00,Shiv Sharma
1951,WGS,200-6,Introduction to WGSS,TuTh,14:30:00,15:45:00,Milo Murphy
1952,WGS,231-1,Sociology of Sex and Gender,TuTh,19:00:00,20:15:00,Ashlee Bledsoe
1953,WGS,285-1,Variable Topics in Women Gender  Sexuality Studies,MW,13:00:00,14:15:00,Katherine Rosenblatt
1954,WGS,285-2,Variable Topics in Women Gender  Sexuality Studies,TuTh,14:30:00,15:45:00,Alicja Podbielska
1955,WGS,333-1,Language Gender and Sexuality,TuTh,13:00:00,14:15:00,Not Listed
1956,WGS,378W-1,Caste,TuTh,13:00:00,14:15:00,Harshita Kamath
1957,WGS,385-1,Spec Topics Women Gender  Sexuality Studies,MW,13:00:00,14:15:00,Aisha Finch
1958,WGS,385W-1,Spec Topics Women Gender  Sexuality Studies,MW,13:00:00,14:15:00,Mara Mandradjieff
1959,WGS,385-2,Spec Topics Women Gender  Sexuality Studies,MW,11:30:00,12:45:00,Aobo Dong
1960,WGS,385-3,Spec Topics Women Gender  Sexuality Studies,MW,16:00:00,17:15:00,Michael Peletz
1961,WGS,385-4,Spec Topics Women Gender  Sexuality Studies,MW,10:00:00,11:15:00,Kimberly Belflower
1962,WGS,475R-1,Advanced Seminar,MW,14:30:00,15:45:00,Scott Kugle
1963,WGS,475RW-1,Advanced Seminar,MW,14:30:00,15:45:00,Beth Reingold
1964,WGS,490RW-1,Senior Sem in Women Gender  Sexuality Studies,TuTh,10:00:00,11:15:00,Sameena Mulla
1969,WGS,700-1,Women Gender  Sexuality Studies ProSeminar,Th,14:30:00,17:30:00,Aisha Finch
1970,WGS,710-1,Research Design,Th,14:30:00,17:30:00,Beth Reingold
1971,WGS,730R-1,Special Topics Women Gender  Sexuality Studies,W,13:00:00,15:45:00,Falguni Sheth
1972,WGS,730R-2,Special Topics Women Gender  Sexuality Studies,M,13:00:00,15:45:00,Ruby Lal
1973,WGS,730R-3,Special Topics Women Gender  Sexuality Studies,Th,13:00:00,16:00:00,Jose Quiroga
1974,WGS,751R-1,Feminist Theory,Tu,13:00:00,15:45:00,Sameena Mulla
1975,WGS,754-1,Foucault,Th,13:00:00,15:45:00,Lynne Huffer
1978,HEBR,101-1,Elementary Modern Hebrew I,MWF,13:00:00,14:15:00,Idit BenSimon
1979,HEBR,101-2,Elementary Modern Hebrew I,TuTh,10:00:00,11:15:00,Pazit Kahlon
1980,HEBR,101-3,Elementary Modern Hebrew I,TuThF,10:00:00,11:15:00,Not Listed
1981,HEBR,101-4,Elementary Modern Hebrew I,TuThF,11:30:00,12:45:00,Not Listed
1982,HEBR,201-1,Intermediate Modern Hebrew I,MW,10:00:00,11:15:00,Idit BenSimon
1983,HEBR,201-2,Intermediate Modern Hebrew I,MW,11:30:00,12:45:00,Idit BenSimon
1984,HEBR,301-1,Advanced Modern Hebrew I,TuTh,11:30:00,12:45:00,Pazit Kahlon
1985,HEBR,435-1,Hebrew of the Israeli Media,Tu,16:00:00,18:45:00,Pazit Kahlon
1987,OT,500-11,Interpretation of the Old Testament,TuTh,13:15:00,14:15:00,Joel LeMon
1988,OT,500-12,Interpretation of the Old Testament,TuTh,13:15:00,14:15:00,Joel LeMon
1989,OT,500-13,Interpretation of the Old Testament,TuTh,13:15:00,14:15:00,Joel LeMon
1990,OT,500-14,Interpretation of the Old Testament,TuTh,13:15:00,14:15:00,Joel LeMon
1991,OT,500-15,Interpretation of the Old Testament,TuTh,13:15:00,14:15:00,Joel LeMon
1992,OT,500-20,Interpretation of the Old Testament,TuTh,18:00:00,20:00:00,Jacob Wright
1993,OT,659CEE-1,Contextual Education Elective  Texts of Terror Strategies for Interpreting Troublesome Texts,Tu,14:30:00,17:30:00,Jacob Wright
1994,OT,665-1,The Bible and Poverty,TuTh,9:30:00,10:50:00,Ryan Bonfiglio
1995,OT,665-2,The Bible and Poverty,TuTh,9:30:00,10:50:00,Ryan Bonfiglio
1996,HIST,100-1,Perspectives on the Past,MW,11:30:00,12:45:00,Daniel LaChance
1997,HIST,150-1,Great Books History,MWF,10:00:00,10:50:00,Joseph Crespino
1998,HIST,190-1,Freshman Seminar,MW,10:00:00,11:15:00,Ruby Lal
1999,HIST,190-2,Freshman Seminar,TuTh,10:00:00,11:15:00,Patrick Allitt
2000,HIST,190-3,Freshman Seminar,W,16:00:00,18:45:00,Jonathan Prude
2001,HIST,190-5,Freshman Seminar,M,14:30:00,17:15:00,Craig Perry
2002,HIST,190-6,Freshman Seminar,MW,10:00:00,11:15:00,Not Listed
2003,HIST,228-1,Asian American History,TuTh,16:00:00,17:15:00,Chris Suh
2004,HIST,231-1,Foundations of American Society to 1877,MW,10:00:00,11:15:00,Maria Montalvo
2005,HIST,241-1,Topics in History and Text,TuTh,14:30:00,15:45:00,Yami Rodriguez
2006,HIST,241-3,Topics in History and Text,MW,13:00:00,14:15:00,Tamar Menashe
2007,HIST,246W-1,Renaissance Women Writers,TuTh,16:00:00,17:15:00,Sharon Strocchia
2008,HIST,254-1,From Pearls to Petroleum,MW,13:00:00,14:15:00,Roxani Margariti
2009,HIST,260-1,East Asia 1500 to Present,MW,13:00:00,14:15:00,Hwisang Cho
2010,HIST,263W-1,Plantation to Postcolonial,TuTh,8:30:00,9:45:00,Robert Goddard
2011,HIST,267W-1,The Civil Rights Movement,MW,11:30:00,12:45:00,Carol Anderson
2012,HIST,278-1,Revolutions and Republics China in the 20th and 21st Centuries,MW,14:30:00,15:45:00,Cui Zhou
2013,HIST,285-1,Topics Historical Analysis,TuTh,13:00:00,14:15:00,Adriana Chira
2014,HIST,285-2,Topics Historical Analysis,MW,16:00:00,17:15:00,Loren Mortimer
2015,HIST,285-3,Topics Historical Analysis,TuTh,10:00:00,11:15:00,Yami Rodriguez
2016,HIST,296-1,Special Topics Crosslisted,TuTh,10:00:00,11:15:00,Yacine Addoun
2017,HIST,296-2,Special Topics Crosslisted,TuTh,13:00:00,14:15:00,Yacine Addoun
2018,HIST,296-3,Special Topics Crosslisted,MW,11:30:00,12:45:00,Geoffrey Levin
2019,HIST,296-4,Special Topics Crosslisted,TuTh,11:30:00,12:45:00,Alicja Podbielska
2020,HIST,296-5,Special Topics Crosslisted,TuTh,14:30:00,15:45:00,Alicja Podbielska
2021,HIST,302-1,History of Rome,MW,16:00:00,17:15:00,Not Listed
2022,HIST,306-1,The Italian Renaissance,TuTh,13:00:00,14:15:00,Sharon Strocchia
2023,HIST,320-1,The Soviet Union,TuThF,10:00:00,10:50:00,Matthew Payne
2024,HIST,329-1,American Jewish History,MW,10:00:00,11:15:00,Eric Goldstein
2025,HIST,348-1,Ethnic Experience in America,TuTh,17:30:00,18:45:00,Jonathan Prude
2026,HIST,351-1,TopicsNonUS Economic History,TuTh,17:30:00,18:45:00,Judith Miller
2027,HIST,359-1,American Routes,MW,14:30:00,15:45:00,Allen Tullos
2028,HIST,360-1,History of Mexico,MW,14:30:00,15:45:00,Yanna Yannakakis
2029,HIST,367-1,The Making of South Africa,TuTh,8:30:00,9:45:00,Clifton Crais
2030,HIST,384-1,Slavery in US History and Culture,MW,16:00:00,17:15:00,Michelle Gordon
2031,HIST,385-1,Spec Topics History,TuTh,13:00:00,14:15:00,Patrick Allitt
2032,HIST,387RW-1,GA Civil Rights Cold Cases,Tu,14:30:00,17:15:00,Hank Klibanoff
2033,HIST,396W-1,Special Topics Crosslisted,MW,16:00:00,17:15:00,Roxani Margariti
2036,HIST,412W-1,Music and Politics,W,18:00:00,20:45:00,Judith Miller
2037,HIST,423W-1,Islam in Russia,Th,13:00:00,15:45:00,Matthew Payne
2038,HIST,449W-1,Uncovering Emorys Past,W,13:00:00,15:45:00,Eric Goldstein
2039,HIST,459W-1,A History of Hunger,Tu,13:00:00,15:45:00,Thomas Rogers
2040,HIST,466W-1,India The Home and the World,W,13:00:00,15:45:00,Gyanendra Pandey
2041,HIST,488RW-1,JrSr Colloquium US,Th,13:00:00,15:45:00,Maria Montalvo
2043,HIST,495A-1,Intro Historical Interpretation I,M,13:00:00,15:45:00,Chris Suh
2048,HIST,562R-1,Themes  Approaches in Latin American History,Th,14:30:00,17:30:00,Thomas Rogers
2049,HIST,583-1,Introduction to Advanced Historical Study,M,14:30:00,17:30:00,Adriana Chira
2050,HIST,585-1,Special Topics in History,W,14:30:00,17:30:00,Clifton Crais
2051,HIST,585-2,Special Topics in History,Tu,14:30:00,17:30:00,Malinda Lowery
2052,HIST,585-3,Special Topics in History,Tu,9:00:00,12:00:00,Jason Ward
2053,HIST,585-4,Special Topics in History,W,13:00:00,16:00:00,Angelika Bammer
2054,HIST,585-5,Special Topics in History,W,16:00:00,19:00:00,Elizabeth Goodstein
2063,HIST,786A-1,Intro To College Teaching,W,18:00:00,21:00:00,Daniel LaChance
2077,HIST,309W-1,The Revolutionary Era 17891848,TuTh,13:00:00,14:15:00,David Leinweber
2078,ARAB,101-1,Elementary Arabic I,TuTh,10:00:00,11:15:00,Nargis Virani
2079,ARAB,101-2,Elementary Arabic I,TuTh,13:00:00,14:15:00,Nargis Virani
2080,ARAB,101-3,Elementary Arabic I,TuTh,11:30:00,12:20:00,Rkia Cornell
2081,ARAB,101-4,Elementary Arabic I,TuTh,13:00:00,13:50:00,Gehane Shehata
2082,ARAB,201-1,Intermediate Arabic I,MW,11:30:00,12:45:00,Gehane Shehata
2083,ARAB,201-2,Intermediate Arabic I,TuTh,11:30:00,12:45:00,Nargis Virani
2084,ARAB,301-1,Advanced Arabic I,MW,10:00:00,11:15:00,Rkia Cornell
2085,ARAB,401W-1,Advanced  Plus Arabic,MW,13:00:00,14:15:00,Rkia Cornell
2087,PT,698-800,Special Topics in Practical Theology,MTuWThF,8:30:00,12:30:00,Not Listed
2090,RE,630-1,Learning and Empathy,M,14:30:00,16:30:00,Jillinda Weaver
2092,QTM,100-1,Intro to Stat Inference,TuTh,8:30:00,9:45:00,Jin Kim
2093,QTM,100-2,Intro to Stat Inference,F,8:30:00,9:20:00,Jin Kim
2094,QTM,100-3,Intro to Stat Inference,F,10:00:00,10:50:00,Jin Kim
2095,QTM,100-4,Intro to Stat Inference,F,11:30:00,12:20:00,Jin Kim
2096,QTM,100-5,Intro to Stat Inference,TuTh,10:00:00,11:15:00,Jin Kim
2097,QTM,100-6,Intro to Stat Inference,F,13:00:00,13:50:00,Jin Kim
2098,QTM,100-7,Intro to Stat Inference,F,14:30:00,15:20:00,Jin Kim
2099,QTM,100-8,Intro to Stat Inference,F,16:00:00,16:50:00,Jin Kim
2100,QTM,100-9,Intro to Stat Inference,MW,11:30:00,12:45:00,Michal Arbilly
2101,QTM,100-10,Intro to Stat Inference,F,11:30:00,12:20:00,Michal Arbilly
2102,QTM,100-11,Intro to Stat Inference,F,13:00:00,13:50:00,Michal Arbilly
2103,QTM,100-12,Intro to Stat Inference,F,14:30:00,15:20:00,Michal Arbilly
2104,QTM,100-13,Intro to Stat Inference,TuTh,14:30:00,15:45:00,Jeremy Jacobson
2105,QTM,100-14,Intro to Stat Inference,F,14:30:00,15:20:00,Jeremy Jacobson
2106,QTM,100-15,Intro to Stat Inference,F,16:00:00,16:50:00,Jeremy Jacobson
2107,QTM,100-16,Intro to Stat Inference,F,17:30:00,18:20:00,Jeremy Jacobson
2108,QTM,110-1,Introduction to Scientific Methods,MW,10:00:00,11:15:00,Brendan Montagnes
2109,QTM,110-2,Introduction to Scientific Methods,TuTh,13:00:00,14:15:00,Kevin McAlister
2110,QTM,150-1,Introduction to Statistical Computing I,TuTh,16:00:00,16:50:00,Not Listed
2111,QTM,151-1,Introduction to Statistical Computing II,MW,16:00:00,16:50:00,Juan Estrada
2112,QTM,185-1,Applied Topics in QTM,F,13:00:00,13:50:00,Nate Silverblatt
2113,QTM,190-1,FirstYear Seminar in QTM,MW,14:30:00,15:45:00,Roberto Franzosi
2114,QTM,210-1,Probability and Statistics,MW,10:00:00,11:15:00,Wen Loh
2115,QTM,210-2,Probability and Statistics,F,10:00:00,10:50:00,Not Listed
2116,QTM,220-1,Regression Analysis,TuTh,14:30:00,15:45:00,Adam Glynn
2117,QTM,220-2,Regression Analysis,F,14:30:00,15:20:00,Not Listed
2118,QTM,220-3,Regression Analysis,MW,16:00:00,17:15:00,David Hirshberg
2119,QTM,220-4,Regression Analysis,F,16:00:00,16:50:00,Not Listed
2120,QTM,302W-1,Technical Writing,TuTh,14:30:00,15:45:00,Greg Palermo
2121,QTM,302W-2,Technical Writing,MW,10:00:00,11:15:00,Ben Miller
2122,QTM,325-1,Evolutionary Game Theory,TuTh,13:00:00,14:15:00,Michal Arbilly
2123,QTM,345-1,Causal Designs and Inference I,TuTh,13:00:00,14:15:00,Abhishek Ananth
2124,QTM,347-1,Machine Learning I,MW,16:00:00,17:15:00,Ruoxuan Xiong
2125,QTM,350-1,Data Science Computing,TuTh,10:00:00,11:15:00,Jeremy Jacobson
2126,QTM,365-1,Parametric Statistics,MW,8:30:00,9:45:00,Alejandro Becerra
2127,QTM,385-1,Special Topics QTM,MW,11:30:00,12:45:00,Weihua An
2128,QTM,385-2,Special Topics QTM,MW,17:30:00,18:45:00,Joe Sutherland
2129,QTM,385-3,Special Topics QTM,MW,14:30:00,15:45:00,Ruoxuan Xiong
2130,QTM,385-4,Special Topics QTM,MW,10:00:00,11:15:00,Elizabeth Penn
2131,QTM,385-5,Special Topics QTM,MW,10:00:00,11:15:00,John Patty
2132,QTM,446W-1,BigSmall Data and Visualization,MW,13:00:00,14:15:00,Roberto Franzosi
2133,QTM,490RW-1,Advanced Seminar,W,18:00:00,21:00:00,Roberto Franzosi
2136,QTM,510-1,Reasoning I,TuTh,11:30:00,12:45:00,Kevin McAlister
2137,QTM,520-1,Applied I,TuTh,14:30:00,15:45:00,Abhishek Ananth
2138,QTM,530-1,Computing I,MW,11:30:00,12:45:00,Wen Loh
2139,QTM,540-1,Communication,MW,13:00:00,14:15:00,Ben Miller
2140,QTM,100-1,Introduction to Statistical Inference with Laboratory,TuTh,8:30:00,9:45:00,Tulay Dixon
2141,QTM,100-2,Introduction to Statistical Inference with Laboratory,TuTh,10:00:00,11:15:00,Tulay Dixon
2142,QTM,100-3,Introduction to Statistical Inference with Laboratory,TuTh,13:00:00,14:15:00,Tulay Dixon
2143,QTM,100-4,Introduction to Statistical Inference with Laboratory,MW,11:30:00,12:45:00,Susan Riner
2144,QTM,100-5,Introduction to Statistical Inference with Laboratory,MW,14:30:00,15:45:00,Susan Riner
2145,QTM,100-6,Introduction to Statistical Inference with Laboratory,MW,16:00:00,17:15:00,Susan Riner
2146,QTM,100-7,Introduction to Statistical Inference with Laboratory,TuTh,8:30:00,9:45:00,Jack Hardy
2154,QTM,110-1,Introduction to Scientific Methods,TuTh,10:00:00,11:15:00,Zachary Binney
2155,QTM,150-1,Introduction to Statistical Computing I,MW,8:30:00,9:20:00,Francis Adams
2156,QTM,150-2,Introduction to Statistical Computing I,TuTh,14:30:00,15:20:00,Zachary Binney
2157,QTM,210-1,Probability and Statistics,MW,11:30:00,12:45:00,Francis Adams
2159,INFO,530-L1,Introduction to Geographical Information Systems,W,10:00:00,11:50:00,Lance Waller
2161,INFO,530-1,Introduction to Geographical Information Systems,M,10:00:00,11:50:00,Lance Waller
2163,INFO,532-1,Advanced Geographical Information Systems,MW,10:00:00,11:50:00,Lance Waller
2165,INFO,534-1,Applied Machine Learning,Tu,10:00:00,11:50:00,Max Lau
2166,GH,500-1,Critical Issues in Global Health,W,13:00:00,14:50:00,Ghada Farhat
2167,GH,500-2,Critical Issues in Global Health,W,13:00:00,14:50:00,Felipe Lobelo
2168,GH,500-3,Critical Issues in Global Health,Th,13:00:00,14:50:00,Ghada Farhat
2170,GH,505-1,Social Entrepreneurship for Health,W,17:00:00,17:50:00,Dirk Schroeder
