,class_prefix,class_num,class_name
4073,BL,621R,Patient Care
4079,BSHE,516,Medical Imaging Procedures
4080,BSHE,520,Medical Imaging Procedures
4081,BSHE,524,Anatomy & Physiology
4082,BSHE,526,Clinical Clerkship
4083,BSHE,535,Physical Principles of Imaging
4084,BSHE,539,Image Processing Technique
4085,BSHE,540,Clinical Internship
4086,BSHE,542,Imaging Equipment
4087,BSHE,560R,Evaluation and Measurement
4088,BSHE,579,Healthcare Finance
4089,BSHE,584,Marketing
4090,BSHE,585,Practice Teaching (Clinical)
4091,BSHE,586,Practice Teaching (Didactic)
4092,BSHE,591M,Admiinistration of Medical Imaging Programs
4093,BSHE,591W,CT Procedures III
4097,BSHE,710,MRI Physics & Instrumentation
4098,BSHE,712,MRI Procedures III
4099,BSHE,715,Advanced Clinical Procedures III Interventional Radiology
4100,BSHE,716,Advanced Clinical Procedures III Bone Densitometry
4101,BSHE,721,Clinical Practicum
4105,BUS,110,Management Practicum
4131,BUS,499R,CT Practicum III
4134,BUS,571Y,MRI Practicum III
4135,BUS,591,Advanced Clinical Practicum III Interventional Radiology
4139,BUS,680AC,Advanced Clinical Practicum III Bone Densitometry
4143,BUS,695,Marketing Management
4146,BUS,701,Data-driven MKT Intelligence
4148,BUS,714A,Digital & Social Media Strategy
4155,BUS,994,Consumer Behavior
4156,BUS,995,Product and Brand Management
4162,CBSC,370A,Study Abroad MKT Elective (General Elective)
4163,CC,502,Study Abroad MKT Elective (Global Elective)
4164,CC,622,Marketing and Consulting Practicum
4177,CE,551ANGA,Pricing Strategy
4178,CE,551TPA,Advertising & Marketing Communications
4179,CE,552A,Sports Marketing
4180,CE,552ANGA,Marketing Strategy
4181,CE,552TPA,Marketing Management
4187,CHEM,202Z,Marketing Management
4188,CHEM,202ZL,Data-driven MKT Intelligence
4195,CHEM,300,Digital & Social Media Strategy
4197,CHEM,301,IMPACT360 Analytics
4198,CHEM,331,IMPACT360 Marketing Strategy
4199,CHEM,331LW,Special Topics IMPACT360 Monetization Strat.
4200,CHEM,350,Special Topics Marketing & Consulting Pract.
4204,CHEM,495R,Pricing Strategy and Analytics
4208,CHEM,521,Market Analysis in Excel
4209,CHEM,522,Consumer Behavior
4210,CHEM,531,Sports Marketing
4211,CHEM,533,Marketing Analytics
4212,CHEM,571,Sports Analytics
4216,CHN,101,Customer Behavior
4217,CHN,103,Empirical Models in Marketing
4218,CHN,201,Laboratory Rotations
4219,CHN,271,Advanced Graduate Research
4220,CHN,278,Advanced Graduate Seminar
4221,CHN,301,Colloquium Microbiology
4222,CHN,303W,Directed Study
4223,CHN,319,Dissertation Research
4224,CHN,373W,Stockholm School of Theology Exchange
4225,CHN,397R,MRPL Integrative Paper
4226,CHN,401W,Introduction to Biostatistics
4227,CHN,425W,Overview of High Dimensional Data Analysis
4228,CHN,495A,Clinical Trials
4229,CL,100,Data Management
4230,CL,150,Analytic Meth.-Clinical Res'rch II
4233,CL,201,Analysis and Presentation of Clinical Research Data
4234,CL,218,Community Engagement and Health Disparities in Clinical Research
4235,CL,329RW,Clinical Research Colloquium
4236,CL,355,"Ethical, Legal And Social Issues"
4237,CL,495R,Scientific and Grant Writing for Clinical Research
4241,CM,620,Scientific and Grant Writing for Clinical Research
4242,CM,630,Thesis
4244,CPLT,190,Ethical Issues in Pharmacology
4251,CPLT,333W,Introductory Graduate Seminar
4252,CPLT,369,Laboratory Rotations
4262,CPLT,735,Advanced Graduate Research
4263,CPLT,750R,Advanced Graduate Seminar
4264,CPLT,751,Dissertation Research
4277,CPTR,500,Research Methods Seminar (Global Religions)
4285,CS,334,MTS Research & Methods MRTE
4286,CS,350,MTS Research & Methods HST
4287,CS,370,Capstone Seminar (Global Religions)
4289,CS,453,Capstone Seminar MRTE
4290,CS,485,Capstone Seminar HST
4291,CS,495R,Directed Study
4293,CS,523,MTS Library Use
4294,CS,526,Masterworks of Western Music
4296,CS,551,"Theory, Analysis, Aural Skills II"
4297,CS,553,"Theory, Analysis, Keyboard II"
4298,CS,557,Fresh Sem Music Myth & Mus in Wagner Ring Cy
4300,CS,590,Fresh Sem Music Music & Film
4313,DANC,190,"Music, Culture and Society"
4320,DANC,250,Theory and Analysis IV
4324,DANC,329,Jazz Theory & Analysis
4325,DANC,330,Special Topics in Music Sex and Race in Popular Music
4333,DANC,494R,Baroque Music
4334,DANC,495A,19th Century Music
4335,DANC,496R,Ensemble Wind Ensemble
4336,DANC,497R,Ensemble Orchestra
4337,DANC,499R,Ensemble Concert Choir
4339,DM,500,Ensemble Big Band
4340,DPT,730,Ensemble Jazz Combos
4341,DPT,735,Ensemble University Chorus
4342,DPT,740,Ensemble Chamber Ensemble
4343,DPT,745,Ensemble Collaborative Piano
4344,DPT,750,Ensemble Stageworks
4345,DPT,810,Gamelan Ensemble
4346,DPT,815,Black Music
4347,DPT,820,Music of Harlem Renaissance
4348,DPT,825,"Applied Music, Non-Majors Winds and Percussion"
4350,DPT,910,"Applied Music, Non-Majors Strings"
4351,DPT,915,"Applied Music, Non-Majors Jazz"
4352,DPT,930,"Applied Music, Non-Majors Voice"
4353,DPT,935,"Applied Music, Non-Majors Piano"
4355,DPT,952,"Applied Music, Non-Majors Strings"
4356,DPT,953,"Applied Music, Non-Majors Winds and Percussion"
4357,DPT,954,Applied Music Winds and Percussion
4358,DPT,956,Applied Music Majors Strings
4359,DPT,958,Applied Music Majors Jazz
4361,DPT,960,Applied Music Voice Howard Students
4362,DPT,961,Applied Music Majors Voice
4364,DPT,964,Applied Music Majors Piano
4365,DPT,966,Applied Music Majors Guitar
4366,DPT,968,Jazz Improv II
4367,DPT,969,Composition
4371,DPT,974,"Women, Music and Culture"
4373,DS,511,Writing About Music
4374,DS,512,Computer Music Composition
4375,DS,521,Special Topics Music Black Women in Music
4376,DS,531,Special Topics Music Live Electronic Music
4378,EAS,250,Special Topics Music The Biz of Music
4379,EAS,271,Special Topics Music 20th Century Music Theater
4380,EAS,278,"Music, Film, and Politics"
4381,EAS,319,Half - Recital
4382,EAS,374W,Diction for Singers II
4383,EAS,385,Full - Recital
4384,EAS,397R,Honors
4385,EAS,425W,Honors
4386,EAS,450W,From Botox to Behavior
4387,EAS,495A,Fresh Sem NBB Adolescent Brain
4400,ECON,356,Explore NBB Research
4401,ECON,366W,Introduction To Neurobiology
4402,ECON,371,Behavioral Neuroscience
4405,ECON,411,Behavioral Neuroendocrinology of Sex
4406,ECON,411W,Neurophysiology Laboratory
4407,ECON,422,Special Topics in NBB Brain Repair
4409,ECON,432,NBB 370
4410,ECON,433W,Special Topics in NBB Human Brain Evolution
4411,ECON,434,Special Topics in NBB Human Learning and Memory
4414,ECON,495A,Special Topics in NBB Biolog BasisLearning & Memory
4417,ECON,500,"Special Topics in NBB Neurosc,Evol,Rel,Human Cond."
4418,ECON,510,Special Topics in NBB The Origins of Schizophrenia
4419,ECON,520,Introduction to Mentored Research
4420,ECON,522,Perception and Consciousness
4421,ECON,526,Medical Neuropathology
4422,ECON,593,Neuropharmacology and Placebo
4424,ECON,626,Building Brains
4425,ECON,711,Special Topics in NBB Applied Neuroethics
4426,ECON,722,Frontiers in Neuroscience
4427,ECON,770,Clinical Neurology Study
4428,ECON,791G,Honors Research
4435,EH,501,Honors Research
4436,EH,520,Supervised Writing
4437,EH,524,Supervised Reading
4438,EH,543,Undergraduate Research
4439,EH,580,Ncss Basic Seminar
4440,EH,581,National Capital Seminar Semester Coursework
4441,EH,582,NCSS Directed Study
4442,EH,584,Introductory Graduate Seminar
4445,EH,596,Human Nutrition II
4449,EHS,730,Laboratory Rotations
4450,EHS,747,Thesis Research (Masters Level)
4454,ELSP,505,Advanced Graduate Research
4455,ELSP,510,Advanced Graduate Seminar
4456,ELSP,517,Directed Study
4457,ELSP,520,Dissertation Research
4460,ENG,124,Human Growth and Development
4465,ENG,200R,Human Anatomy and Physiology I with Lab
4466,ENG,202,Human Anatomy and Physiology II with Lab
4472,ENG,220W,Fundamentals of Microbiology with Lab
4475,ENG,250W,Introduction to Clinical Nutrition
4477,ENG,261,Social Responsibility and Bioethics in Nursing
4479,ENG,310W,Pathophysiology for Nurses
4481,ENG,321W,Foundations of Nursing Practice
4482,ENG,340W,Clinical Practicum I
4483,ENG,356W,Population Health Community & Public Health Nursing
4484,ENG,357W,Pharmacology for Nurses
4487,ENG,384RW,Health Promotion and Wellness
4488,ENG,386,Case Study Analysis Seminar I
4494,ENG,399RW,Acute and Chronic Care
4495,ENG,480RW,Pediatric Nursing
4496,ENG,482RW,Clinical Integration
4497,ENG,483RW,Scholarly Inquiry
4502,ENG,490W,Clinical Skills Lab
4503,ENG,495RW,Professional Development II Evidence Based Nursing Practice
4506,ENG,752R,Health Assessment
4513,ENG,791,Social Cultural & Health Issues Related to Female Incarceration
4514,ENG,796R,The Science and Culture of Sleep
4516,ENG,798R,Clinical Practicum Adult Medical Surgical Care
4522,ENGCW,372RW,Clinical Practicum Maternity & Reproductive Health
4525,ENGCW,379W,Clinical Practicum Mental Health
4526,ENGCW,385RW,Clinical Practicum Pediatrics
4528,ENVS,130,Cardiac Dysrhythmias & ECG Interpretation in Adults
4529,ENVS,131,Introduction to Critical Care
4530,ENVS,140,Emergency Nursing Jack of All Trades
4531,ENVS,190,Health Care for the Older Adult
4533,ENVS,222,Maternity and Reproductive Health Nursing
4534,ENVS,227,Mental Health Nursing
4536,ENVS,232,Honors Leadership for Accelerated BSN Students
4537,ENVS,247,Palliative Care & Meaningful Conversations
4538,ENVS,247LW,Case Study Analysis Seminar II
4539,ENVS,250,Becoming a Professional Nurse
4541,ENVS,326,Fundamentals of Wound Care
4542,ENVS,345,Nursing in Complex Care Situations
4543,ENVS,349,Clinical Practicum IV
4544,ENVS,370A,Ambulatory Care
4545,ENVS,373,Introduction to Interprofessional Pediatric Critical Care
4552,ENVS,426,Pediatrics or Complex Care Practicum
4553,ENVS,494RW,Honors Thesis II
4555,ENVS,497R,Population Health Practicum
4557,ENVS,498RW,Clinical Synthesis Practicum
4560,ENVS,526,Capstone Seminar
4561,ENVS,545,Working with Vulnerable Populations Globally and Locally
4562,ENVS,550,Birth and Global Health
4565,ENVS,590,Directed Study
4567,EPI,508,Research & Evidence Based Practice
4568,EPI,510,Woodruff Fellows Seminar II
4569,EPI,515,Health and Substance Use Disorders
4570,EPI,516,Power of the Plate A Culinary Translational Approach to Health
4571,EPI,517,Spanish for Hlth Care Professionals
4572,EPI,530,Intermediate Spanish for Healthcare Professionals
4573,EPI,534,Management of Acute and Chronic Illness I
4574,EPI,536,Acute and Complex Chronic Disease Management for AGACNP I
4575,EPI,537,Acute and Complex Chronic Disease Management for the AGACNP II
4576,EPI,544,Diabetes Self-Management Education
4577,EPI,548,Advanced Pharmacology
4578,EPI,553,Advanced Pharmacology for Anesthesia
4579,EPI,554,General Principles of Nurse Anesthesia
4580,EPI,556,Advanced Health Assessment
4581,EPI,564,Advanced Pediatric Practice I
4582,EPI,568,Advanced Neonatal Issues I
4583,EPI,569,Nurse Midwifery I
4584,EPI,584,Family Nurse Practitioner I
4585,EPI,589,FamilyEmergency Nurse Practitioner I Clinical Decision-Making in Emergency Care
4589,EPI,591L,The Leader's Role in Emergency Preparedness and Response
4594,EPI,739,Women's Health Nurse Practitioner I - Reproductive Health Care for Women
4595,EPI,740,Human Lactation & Breastfeeding Mgmt
4596,EPI,744,Advanced Human Lactation and Breastfeeding
4597,EPI,747,Synthesis in Clinical Specialty Dual Major
4599,EPI,791,Neonatal NP I
4600,EPI,797R,Pediatric Acute Care Nurse Practitioner I
4604,ES,560,Peds NP Primary Care
4605,ES,585,Adult Gerontological Acute Care Nurse Practitioner I
4606,ES,618,Adult Gerontological Acute Care Nurse Practitioner III
4607,ES,651,Adult Gerontological Primary Care Nurse Practitioner I
4608,ES,654,Human Sexuality
4610,ES,675,Nurse Anesthesia CRNA
4611,ES,680,Nurse Anesthesia Application IV
4612,ES,683,Clinical Directed Study
4616,ESL,500,Epidemiology for Advanced Nursing Practice
4623,FILM,204,Analytic Tools for Evidence Based Decision Making
4625,FILM,208,DNP Project II
4628,FILM,356,Measurement and Design in Clinical Research
4629,FILM,371,Theor & Scien Basis - St. Clin. Phen
4631,FILM,373W,Health Risk Interventions and Outcomes in Chronic Conditions
4632,FILM,376,Qualitative Research Methods
4634,FILM,381W,Big Data Analytics Healthcare
4635,FILM,385,Advanced Research
4638,FILM,391R,Dissertation Research
4639,FILM,396R,"Neuroscience Professional Development, Communication and Ethics"
4640,DIS,,Laboratory Rotations
4643,FILM,403,Advanced Graduate Research
4644,FILM,404,Dissertation Research
4645,FILM,408,Interpretation of the New Testament II
4651,FIN,324,Greek Exegesis
4652,FIN,389,Organization & Management
4657,FIN,424,Strategic Management
4660,FIN,429,Strategies for Entertainment and Media
4661,FIN,481,Study Abroad O&M Elective (General Elective)
4662,FIN,482,Study Abroad O&M Elective (Global)
4663,FIN,485,Social Enterp & Impact Invest
4664,FIN,488,Negotiations
4665,FIN,501,Leading and Managing Change
4666,FIN,502,Psychology of Leadership
4671,FIN,622,Multinational Firms & Strategy
4672,FIN,623,Entrepreneurship
4676,FIN,629,Management Consulting
4677,FIN,680,Business Ethics
4678,FIN,682,Applied Entrepreneurship
4679,FIN,685,Special Topics Philanthropy Lab
4680,FIN,688,Special Topics Future of Specialty Coffee
4681,FIN,692,Special Topics Power & Politics in Org
4684,FREN,190,Strategies for Entertainment and Media
4688,FREN,311,IMPACT360Strategic Management
4691,FREN,331,Leadership & Lifework
4693,FREN,471,Leadership & Emotional Intel
4694,FREN,488,Special Topics Advanced Leadership
4696,FREN,495A,Special Topics Power & Politics in Org.
4697,FREN,505,Special Topics Advanced Leadership
4700,FREN,770,Social EntrepImpact Invest
4705,GER,101,Competitive Advantage
4708,GER,201,Negotiations
4709,GER,301,Strategic Management
4710,GER,318,Entrepreneurship
4714,GER,470W,Innovation Strategy
4715,GER,495A,Applied Entrepreneurship
4718,GH,501,Principled Leadership
4719,GH,502,Executive Insight
4720,GH,505,Leadership and Lifework
4721,GH,507,Leadership Ethics
4722,GH,515,Corporate Strategy
4723,GH,516,Human Resources Analytics
4724,GH,517,Leadership Development
4725,GH,521,Research Seminar in Organization & Management I
4726,GH,523,Research Seminar in Organization & Management III
4727,GH,525,Off Campus Enrollment - Full Time
4728,GH,526,Meets
4729,GH,529,Academic Study Abroad Course
4730,GH,532,Academic Study Abroad Course
4731,GH,539,Academic Study Abroad Course
4732,GH,541,Academic Study Abroad Course
4734,GH,544,Academic Study Abroad Course
4735,GH,548,Academic Study Abroad Course
4736,GH,551,Interpretation of Old Testament II
4737,GH,552,Exodus
4738,GH,556,Job
4740,GH,561,Hebrew Exegesis
4741,GH,563,The Ten Commandments
4742,GH,564,Introduction To Preaching
4743,GH,569,Contemporary Black Preaching
4744,GH,571,Directed Study
4746,GH,582,Pre-Major Adv. Oxf. & Transfer
4747,GH,583,Introduction to Epidemiology and Biostatistics
4748,GH,593,Becoming a Physician Assistant II
4757,GRK,101,Fundamentals of Dermatology
4758,GRK,201,Fundamentals of Hematology
4759,GRK,313,Fundamentals of Pulmonology
4760,HC,501,Fundamentals of Gastroenterology
4761,HC,611,Psychiatry
4762,HC,618,General Surgery
4763,HC,652,Emergency Medicine
4764,HC,660,ObstetricsGynecology
4765,HC,662,Pediatrics
4766,HC,669,Internal Medicine
4767,HC,678,Family Medicine
4769,HCO,599R,Elective I
4770,HEBR,101,Elective II
4771,HEBR,201,Elective III
4772,HEBR,301,Senior Thesis I
4773,HEBR,435R,Core Courses
4776,HGC,705,Independent Study
4777,HGC,707,Laboratory Rotations
4778,HGC,715,Thesis Research (Master Level)
4779,HGC,720,Advanced Graduate Research
4780,HGC,725,Advanced Graduate Seminar
4781,HGC,730A,Dissertation Research
4782,HGC,730C,Contextualized Introduction to Pastoral Care
4783,HGC,735A,Pastoral Care in Congregation and Community
4784,HGC,735F,Contextual Education Elective Global Perspectives in Pastoral Care
4785,HGC,735G,"Care of Souls, Care of World"
4786,HGC,740A,Directed Study
4788,HGC,745A,PPFAerobic Conditioning
4790,HGC,810,PPFSwimming
4791,HGC,815A,PPFJogging
4793,HISP,510R,PPFIndoor Cycling
4795,HISP,610,Play Emory
4798,HIST,100,PPFCardio Tennis
4805,HIST,231,PPFWeight Training for Women
4806,HIST,238,PPFAerobic Resistance Training
4807,HIST,249W,PPFFree Weights Training
4808,HIST,263W,PPF - Intro. to Fitness Yoga
4809,HIST,267W,Beginning Swimming
4810,HIST,270,Beginning Scuba Diving
4811,HIST,278,Martial Arts - General
4818,HIST,296W,Tai Chi Chuan
4819,HIST,304,Hip Hop Dancing
4820,HIST,306,Beginning Yoga
4821,HIST,309,Beginning Tennis
4822,HIST,311,Sports Officiating
4823,HIST,318,ConditioningRacquetball
4824,HIST,324,Indoor ClimbingCrosstraining
4825,HIST,338W,Social Dance
4826,HIST,356,Beginning Fencing
4833,HIST,387RW,Stress Reduction & Flexibility
4835,HIST,396W,Personal Self Defense (Women Only)
4838,HIST,407W,Training for Sports and Fitness
4839,HIST,456W,Weights - All Levels
4840,HIST,466W,Beginning Golf
4850,HIST,583,ConditioningSwimming
4862,HIST,786A,Functional Fitness and Running
4863,HIST,790A,Fitness Yoga
4865,HLTH,100,Circuit Training
4866,HLTH,190,"Special Topics in PE Bridging Mind, Body, Spirit"
4872,HLTH,300R,Special Topics in PE Cognitively-Based Compassion
4873,HLTH,310,Intermediate Social Dance
4874,HLTH,314,Intermediate Fencing
4875,HLTH,317,Lifeguard Training
4876,HLTH,320,Adaptive Physical Education
4877,HLTH,323,PPF Varsity Track
4879,HLTH,332,PPF Varsity Men's Tennis
4880,HLTH,333,PPF Varsity Women's Tennis
4883,HLTH,351,Varsity Men's Golf
4892,HLTH,385W,PPF Varsity Men's Basketball
4895,HLTH,440,PPF Varsity Women's Basketball
4896,HLTH,468W,PPF Varsity SwimmingDiving
4898,HLTH,495A,PPF Varsity Baseball
4901,HNDI,101,PPF Varsity Softball
4902,HNDI,201,Varsity Women's Golf
4906,HPM,500D,Elementary Persian II
4907,HPM,501,Intermediate Persian II
4908,HPM,502,Advanced Persian II
4909,HPM,510,Directed Study
4910,HPM,521,Basic Problems in Philosophy
4911,HPM,525,Introduction to Logic
4912,HPM,531,Existentialism & European Philosophy
4913,HPM,553,Introduction to Ethics
4917,HPM,562,Intro to Bioethics
4919,HPM,573,Metaphysics
4920,HPM,576,Intro.Philosophy of Religion
4921,HPM,577,Fresh Sem Philosophy Intro. LA & Latinx Philosophy
4922,HPM,581,Fresh Sem Philosophy
4923,HPM,583,Ancient Greek & Medieval Phil
4924,HPM,585,Renaissance & Modern Philosophy
4925,HPM,587,19th & 20th Century Philosophy
4931,HPM,750,History of Political Philosophy
