,Class Prefix,Class Number,Class title,Class day,start_time,finish_time,Class instructor,Class location
2417,CS,170-1,Introduction To Computer Science I,MW,1:00pm,2:15pm,Vaidy Sunderam,Math & Science Center N304/Math & Science Center E208
2423,CS,171-1,Introduction to Computer Science II,TuTh,1:00pm,2:15pm,Abbey Julian,White Hall 112
2424,CS,171-2,Introduction to Computer Science II,MW,2:30pm,3:45pm,Not Listed,White Hall 110
2425,CS,211-1,Introduction to Artificial Intelligence,TuTh,5:30pm,6:45pm,Nirmalya Thakur,Math & Science Center W201
2426,CS,224-1,Foundations of Computer Science,MW,8:30am,9:45am,Amin Pouriyeh,Math & Science Center W201
2427,CS,224-2,Foundations of Computer Science,TuTh,11:30am,12:45pm,Nirmalya Thakur,White Hall 102
2428,CS,224-3,Foundations of Computer Science,MW,1:00pm,2:15pm,Not Listed,White Hall 206
2429,CS,253-1,Data Structures and Algorithms,MW,10:00am,11:15am,Carl Yang,White Hall 101
2430,CS,253-2,Data Structures and Algorithms,MW,1:00pm,2:15pm,Liang Zhao,White Hall 110
2431,CS,255-1,Computer ArchitectureMachine Level Programming,TuTh,10:00am,11:15am,Steven Fleur,White Hall 208
2432,CS,312-1,Computing AI Ethics and Soc,MW,4:00pm,5:15pm,Kristin Williams,Math & Science Center N304
2433,CS,325-1,Artificial Intelligence,MW,11:30am,12:45pm,Amin Pouriyeh,Atwood Chemistry Bldg. 240
2434,CS,326-1,Analysis of Algorithms,TuTh,2:30pm,3:45pm,Nirmalya Thakur,Atwood Chemistry Bldg. 316
2435,CS,326-2,Analysis of Algorithms,TuTh,4:00pm,5:15pm,Michelangelo Grigni,Math & Science Center W201
2436,CS,334-1,Machine Learning,MW,1:00pm,2:15pm,Li Xiong,Math & Science Center W303
2437,CS,334-2,Machine Learning,TuTh,8:30am,9:45am,Joyce Ho,Math & Science Center W303
2438,CS,350-1,Systems Programming,TuTh,1:00pm,2:15pm,Steven Fleur,Math & Science Center W201
2439,CS,350-2,Systems Programming,TuTh,11:30am,12:45pm,Kenneth Mandelberg,Math & Science Center W301
2440,ARTVIS,103-1,Intro Drawing  Printmaking,M,1:00pm,4:30pm,Not Listed,VISUAL ARTS BUILDING 118
2441,ARTVIS,105-1,Intro Painting,W,9:00am,12:30pm,Not Listed,VISUAL ARTS BUILDING 118
2442,ARTVIS,105-2,Intro Painting,Th,1:00pm,4:30pm,Not Listed,VISUAL ARTS BUILDING 118
2443,ARTVIS,105-3,Intro Painting,Tu,1:00pm,4:30pm,Not Listed,VISUAL ARTS BUILDING 118
2444,ARTVIS,109-1,Intro Sculpture,Th,1:00pm,4:30pm,Dana Haugaard,VISUAL ARTS BUILDING 117
2445,ARTVIS,111-1,Foundations in Art Practices,TuTh,10:00am,12:00pm,Dana Haugaard,VISUAL ARTS BUILDING 118
2446,ARTVIS,120-1,Introduction to Graphic Design,Tu,9:00am,12:30pm,Jane Foley,VISUAL ARTS BUILDING 145
2447,ARTVIS,205-1,Intermediate Painting,W,1:00pm,4:30pm,Not Listed,VISUAL ARTS BUILDING 118
2448,ARTVIS,220-1,Intermediate Graphic Design,Tu,1:00pm,4:30pm,Jane Foley,VISUAL ARTS BUILDING 145
2449,ARTVIS,230-1,New Media Art,W,1:00pm,4:30pm,Jane Foley,VISUAL ARTS BUILDING 117
2450,ARTVIS,305-1,Painting Tutorial,F,10:00am,1:30pm,Not Listed,VISUAL ARTS BUILDING 118
2451,ARTVIS,325-1,Contemporary Artist Issues,Tu,1:00pm,4:30pm,Daniel Fuller,VISUAL ARTS BUILDING 117
2452,NRSG,200-1,Human Growth and Development,M,8:30am,11:20am,Dominique Lewis,TBA
2455,NRSG,201-1,Human Anatomy and Physiology I with Lab,MW,10:00am,11:15am,Asha Stephens,TBA
2456,NRSG,201-2,Human Anatomy and Physiology I with Lab,MW,11:30am,12:45pm,Dominique Lewis,TBA
2458,NRSG,202-1,Human Anatomy and Physiology II with Lab,TuTh,11:30am,12:45pm,Cristy TowerGilchrist,TBA
2460,NRSG,205-1,Fundamentals of Microbiology with Lab,TuTh,10:00am,11:15am,Jasmine Clark,TBA
2461,NRSG,207-1,Introduction to Clinical Nutrition,TuTh,9:00am,10:15am,Jennifer Frediani,TBA
2462,NRSG,309-100,Social Responsibility and Bioethics in Nursing,Tu,10:00am,11:50am,Not Listed,TBA
2463,NRSG,310-100,Pathophysiology for Nurses,TuTh,1:30pm,2:45pm,Not Listed,TBA
2464,NRSG,312-100,Foundations of Nursing Practice,Th,8:00am,9:50am,Not Listed,TBA
2466,NRSG,322-100,Health Promotion and Wellness,Tu,8:00am,9:50am,Not Listed,TBA
2467,NRSG,330-100,Clinical Integration,Th,8:00am,9:50am,Not Listed,TBA
2468,NRSG,331-1,Honors Seminar,W,3:00pm,4:50pm,Not Listed,TBA
2469,NRSG,350D-1,Professional Series 1 Introduction to Professional Nursing Practice and Social Responsibility,W,8:00am,10:30am,Not Listed,Online
2470,NRSG,351D-1,Foundations of Nursing Science,TuTh,11:00am,2:00pm,Ashley Coombe,Online
2472,NRSG,353D-1,Introduction to PathophysiologyPharmacology for Nurses,W,11:00am,1:30pm,Wanda Csaky,Online
2473,NRSG,354D-1,PathophysiologyPharmacology for Nurses I,ThF,9:00am,12:50pm,Wanda Csaky,Online
2474,NRSG,355D-1,Acute and Chronic Care I Adult and Geriatric Populations,Tu,12:00pm,3:50pm,Wanda Csaky,Online
2477,NRSG,358D-1,PathophysiologyPharmacology for Nurses II,TuTh,9:00am,11:00am,Wanda Csaky,Online
2478,NRSG,359D-1,Acute and Chronic Care II Adult and Geriatric Populations,TuTh,2:30pm,4:30pm,Ann Horigan,Online
2480,NRSG,361D-1,Professional Series Course II Nursing Inquiry and Scholarship,TuTh,11:30am,2:00pm,Not Listed,Online
2481,NRSG,362D-1,Professional Series III SystemsBased Care in Nursing,TuF,9:00am,10:50am,Angela Ferere,Online
2482,NRSG,380-100,Health Assessment,Th,10:00am,11:50am,Not Listed,TBA
2487,NRSG,402-1,Introduction to Critical Care,F,1:00pm,3:50pm,Not Listed,TBA
2489,NRSG,408-101,Maternity and Reproductive Health Nursing,ThF,10:00am,12:00pm,Not Listed,TBA
2490,NRSG,408-102,Maternity and Reproductive Health Nursing,ThF,10:00am,12:00pm,Not Listed,TBA
2491,NRSG,411-101,Mental Health Nursing,ThF,10:00am,12:00pm,Not Listed,TBA
2492,NRSG,411-102,Mental Health Nursing,ThF,10:00am,12:00pm,Not Listed,TBA
2493,NRSG,416-101,Perspectives in Professional Nursing Health Systems,Th,1:00pm,3:50pm,Not Listed,TBA
2494,NRSG,416-102,Perspectives in Professional Nursing Health Systems,Th,1:00pm,3:50pm,Not Listed,TBA
2495,NRSG,416-103,Perspectives in Professional Nursing Health Systems,Th,1:00pm,3:50pm,Not Listed,TBA
2498,NRSG,433-1,Introduction to Interprofessional Pediatric Critical Care,F,1:00pm,2:50pm,Not Listed,TBA
2499,NRSG,452-1,Frontline Caring for Our Veterans,Tu,9:00am,10:50am,Not Listed,TBA
2501,NRSG,468D-1,Maternity and Reproductive Health Nursing,Tu,12:00pm,3:50pm,Angela Ferere,Online
2502,NRSG,469D-1,Mental Health Nursing,F,12:00pm,4:50pm,Angela Ferere,Online
2511,NRSG,502-1,Primary Care Nursing,F,1:00pm,2:50pm,Not Listed,TBA
2512,NRSG,502MN-200,PhysiologyPathophysiology for Nursing Practice,MW,12:00pm,1:15pm,Not Listed,TBA
2513,NRSG,503-1,Clinical Perspectives in Global Health,F,1:00pm,4:20pm,Not Listed,TBA
2515,NRSG,508MN-200,Pharmacology for Nursing Practice,MW,8:00am,9:15am,Not Listed,TBA
2516,NRSG,510MN-200,Art  Science of Nursing Practice,MW,9:30am,10:45am,Not Listed,TBA
2517,NRSG,513-1,Spanish for Hlth Care Professionals,Tu,5:30pm,7:20pm,Not Listed,TBA
2522,NRSG,525MN-200,Health Assessment and Physical Examination,W,2:00pm,3:50pm,Not Listed,TBA
2525,NRSG,533MN-400,Adult and Geriatric Nursing,MF,8:00am,10:20am,Not Listed,TBA
2528,NRSG,536MN-400,Mental Health Nursing,F,1:00pm,3:20pm,Not Listed,TBA
2531,NRSG,539MN-400,Optimal Wellness Across the Lifespan,M,2:00pm,3:50pm,Not Listed,TBA
2532,NRSG,541MN-200,Palliative Care,W,10:00am,11:50am,Not Listed,TBA
2533,NRSG,542MN-400,Evidence Based Practice for the Professional Nurse,M,12:00pm,1:50pm,Not Listed,TBA
2538,NRSG,547D-1,Staying Healthy in Pediatrics Introduction to Clinical Specialty,Th,1:00pm,2:50pm,Not Listed,Online
2539,NRSG,548-1,Professional Role Nurse Anesthesia Practice,M,10:00am,11:50am,Kelly Nicely,TBA
2540,NRSG,549D-1,Pediatric Wellness,Th,10:00am,11:50am,Not Listed,Online
2544,NRSG,554D-2,Advanced Neonatal  Pediatric Health Assessment,Th,3:30pm,5:20pm,Not Listed,Online
2545,NRSG,560D-1,Embryology and Developmental Anatomy,W,6:00pm,6:50pm,Not Listed,Online
2555,NRSG,602D-1,Womens Health Nurse Practitioner III Preceptorship for Womens Health,F,12:00pm,1:00pm,Not Listed,Online
2556,NRSG,604MN-300,Maternity and Reproductive Health Nursing,TuF,10:00am,11:15am,Not Listed,TBA
2559,NRSG,606MN-300,Pediatric Nursing,TuF,8:00am,9:20am,Not Listed,TBA
2562,NRSG,608MN-301,Public Health Nursing,ThF,12:00pm,1:50pm,Not Listed,TBA
2563,NRSG,608MN-302,Public Health Nursing,TuF,12:00pm,1:50pm,Not Listed,TBA
2567,NRSG,614D-1,Human Lactation  Breastfeeding Mgmt,M,4:00pm,6:20pm,Not Listed,Online
2568,NRSG,615-1,Advanced Human Lactation and Breastfeeding,M,6:00pm,7:50pm,Not Listed,TBA
2569,NRSG,616MN-300,Foundations Healthcare Quality and Safety,Tu,2:00pm,4:20pm,Not Listed,TBA
2570,NRSG,617MN-200,Data Utilization for Nursing Practice,W,8:00am,9:50am,Not Listed,TBA
2576,NRSG,631D-1,Nurse Midwifery III,Tu,1:00pm,2:50pm,Not Listed,Online
2577,NRSG,647MN-200,Nursing in Complex Care Situations,TuW,1:00pm,2:20pm,Not Listed,TBA
2578,NRSG,648MN-201,Transition to Nursing Practice,W,2:30pm,4:20pm,Not Listed,TBA
2579,NRSG,648MN-202,Transition to Nursing Practice,W,2:30pm,4:20pm,Not Listed,TBA
2589,NRSG,674D-1,Adult Gerontological Primary Care Nurse Practitioner III,Tu,1:00pm,2:50pm,Not Listed,Online
2591,NRSG,675D-1,Advancing Behavior Change for Improved Health Outcomes,W,5:00pm,6:50pm,Not Listed,Online
2592,NRSG,675MN-201,Population Management and Care Transitions,TuW,2:30pm,4:20pm,Not Listed,TBA
2593,NRSG,675MN-202,Population Management and Care Transitions,TuW,2:30pm,4:20pm,Not Listed,TBA
2597,NRSG,678D-1,Gender Women and Health,Tu,10:00am,11:50am,Not Listed,Online
2598,NRSG,679MN-200,Professional Leadership  Policy Integration for Nursing Practice,Tu,10:00am,11:50am,Not Listed,TBA
2599,NRSG,681MN-400,Professional Nursing Issues and Trends,F,10:30am,12:20pm,Not Listed,TBA
2602,NRSG,689-1,Nurse Anesthesia Application III,M,1:00pm,4:50pm,Not Listed,TBA
2603,NRSG,700-1,Evolution Of Nursing Science,Tu,9:00am,11:50am,Ethan Cicero,Nursing School 124
2606,NRSG,705-1,Endogenous and Exogenous Determinants of Human Health,M,1:00pm,3:50pm,Jill Hamilton,Nursing School 124
2608,NRSG,710-1,Health Outcomes Research,Th,9:00am,11:50am,Kathryn Wood,Nursing School 124
2614,NRSG,729-1,Quantitative Methods and Study Designs for Nursing Research I,Th,1:00pm,3:00pm,Nicole Carlson,Nursing School 124
2616,NRSG,731-1,Advanced Approaches to Measurement  Design in Clinical Research,Th,1:00pm,2:50pm,Canhua Xiao,Nursing School 276
2617,NRSG,736-1,Quantive Analysis of Clinical Research Data,W,1:00pm,2:50pm,Melinda Higgins,Nursing School 124
2618,NRSG,740-1,Omics in Health and Disease,Tu,1:00pm,3:50pm,Irene Yang,Nursing School 124
2639,NRSG,790-1,Teaching in the Nursing Profession,W,9:00am,10:50am,Ann Rogers,Nursing School 124
2657,AMST,228-1,Asian American History,TuTh,4:00pm,5:15pm,Chris Suh,New Psyc Bldg 230 (36 Eagle Ro
2658,AMST,285-1,Special Topics American Questions,MW,10:00am,11:15am,Maria Montalvo,White Hall 103
2659,AMST,285-2,Special Topics American Questions,TuTh,2:30pm,3:45pm,Yami Rodriguez,Bowden Hall 116
2660,AMST,285-3,Special Topics American Questions,MW,4:00pm,5:15pm,Loren Mortimer,Bowden Hall 116
2661,AMST,285-4,Special Topics American Questions,TuTh,10:00am,11:15am,Yami Rodriguez,Tarbutton Hall 120A
2662,AMST,321-1,American Routes,MW,2:30pm,3:45pm,Allen Tullos,Bowden Hall 116
2663,AMST,348-1,Ethnic Experience in America,TuTh,5:30pm,6:45pm,Jonathan Prude,Woodruff Library 773
2664,AMST,385-1,Special Topics American Studies,TuTh,2:30pm,3:45pm,Cynthia Blakeley,Callaway Center S420
2665,AMST,387RW-1,GA Civil Rights Cold Cases,Tu,2:30pm,5:15pm,Hank Klibanoff,Woodruff Library 215
2666,AMST,490W-1,Senior Seminar,TuTh,4:00pm,5:15pm,Kim Loudermilk,Callaway Center S420
2673,MDIV,500B-1,Learning Community Part B,Tu,9:30am,11:55am,Ted Smith,Rita Anne Rollins Building_252
2674,MDIV,500B-10,Learning Community Part B,Tu,6:30pm,8:00pm,Elizabeth Corrie,Online
2676,CL,104-1,Ancient Cities and Urban Culture,MW,2:30pm,3:45pm,Katrina Dickson,White Hall 206
2677,CL,105-1,Ancient Aliens Lost Cities,MW,11:30am,12:45pm,Sandra Blakely,White Hall 206
2678,CL,150-1,Masterworks of Classical Literature,MWF,10:00am,10:50am,Niall Slater,Candler Library 121
2679,CL,190-1,Freshman Seminar,MW,10:00am,11:15am,Not Listed,Bowden Hall 323
2680,CL,201-1,The Greeks,TuThF,11:30am,12:20pm,Louise Pratt,White Hall 112
2681,CL,210-1,Roman Law,TuTh,10:00am,11:15am,Emily Master,Candler Library 222A
2682,CL,221-1,Art  Architecture of Ancient Greece,TuTh,10:00am,11:15am,Andrew Ward,Candler Library 101
2683,CL,329R-1,Spec Stud in Classical Culture,MW,1:00pm,2:15pm,Eric Varner,Carlos Hall 212
2684,CL,329R-2,Spec Stud in Classical Culture,MW,4:00pm,5:15pm,Not Listed,Candler Library 114
2691,HNDI,101-1,Elementary Hindi I,TuTh,1:00pm,2:15pm,Prema Gandhi,Online/Callaway Center S101
2692,HNDI,101-2,Elementary Hindi I,TuThF,1:00pm,2:15pm,Brajesh Samarth,Online/New Psyc Bldg 235 (36 Eagle Ro
2693,HNDI,201-1,Intermediate Hindi I,TuTh,2:30pm,3:45pm,Brajesh Samarth,New Psyc Bldg 235 (36 Eagle Ro
2695,PSYC,110-1,Intro Psyc IPsychobio  Cognition,MW,10:00am,11:15am,Not Listed,White Hall 206
2696,PSYC,110-2,Intro Psyc IPsychobio  Cognition,MW,10:00am,10:50am,David Edwards,New Psyc Bldg 290 (36 Eagle Ro
2697,PSYC,110-3,Intro Psyc IPsychobio  Cognition,TuTh,2:30pm,3:45pm,Paul Moon,New Psyc Bldg 290 (36 Eagle Ro
2698,PSYC,110-4,Intro Psyc IPsychobio  Cognition,TuTh,11:30am,12:45pm,Aubrey Kelly,New Psyc Bldg 290 (36 Eagle Ro
2699,PSYC,111-2,Intro To Psyc II,MW,8:30am,9:45am,Ebony Respress,New Psyc Bldg 290 (36 Eagle Ro
2700,PSYC,111-3,Intro To Psyc II,TuTh,1:00pm,2:15pm,Arber Tasimi,Anthropology Building 303
2701,PSYC,180-1,Research in College Drug Use,MW,11:30am,12:45pm,Rohan Palmer,New Psyc Bldg 361 (36 Eagle Ro
2702,PSYC,190-1,Fresh Sem Psychology,W,2:30pm,5:15pm,Stephan Hamann,New Psyc Bldg 493 (36 Eagle Ro
2703,PSYC,190-2,Fresh Sem Psychology,Tu,1:00pm,3:45pm,Lynne Nygaard,New Psyc Bldg 393 (36 Eagle Ro
2704,PSYC,190-3,Fresh Sem Psychology,W,10:00am,12:30pm,Philippe Rochat,New Psyc Bldg 493 (36 Eagle Ro
2705,PSYC,200W-LAB1,Lab In Experimental Methods,W,2:30pm,3:45pm,Elizabeth Kim,New Psyc Bldg 393 (36 Eagle Ro
2706,PSYC,200W-LAB2,Lab In Experimental Methods,W,4:00pm,5:15pm,Elizabeth Kim,New Psyc Bldg 393 (36 Eagle Ro
2707,PSYC,200W-LAB3,Lab In Experimental Methods,W,5:30pm,6:45pm,Elizabeth Kim,New Psyc Bldg 393 (36 Eagle Ro
2708,PSYC,200W-LAB4,Lab In Experimental Methods,W,7:00pm,8:15pm,Elizabeth Kim,New Psyc Bldg 393 (36 Eagle Ro
2709,PSYC,200W-LAB5,Lab In Experimental Methods,Th,2:30pm,3:45pm,Elizabeth Kim,New Psyc Bldg 393 (36 Eagle Ro
2710,PSYC,200W-LAB6,Lab In Experimental Methods,Th,4:00pm,5:15pm,Elizabeth Kim,New Psyc Bldg 393 (36 Eagle Ro
2711,PSYC,200W-LAB7,Lab In Experimental Methods,Th,5:30pm,6:45pm,Elizabeth Kim,New Psyc Bldg 393 (36 Eagle Ro
2712,PSYC,200W-1,Lab In Experimental Methods,MW,11:30am,12:45pm,Elizabeth Kim,New Psyc Bldg 290 (36 Eagle Ro
2713,PSYC,205-1,Child Development,MW,8:30am,9:45am,Elizabeth Kim,New Psyc Bldg 230 (36 Eagle Ro
2714,PSYC,207-1,Brain  Behavior,TuTh,1:00pm,2:15pm,Ali Cohen,White Hall 205
2715,PSYC,209-1,Perception and Action,TuTh,2:30pm,3:45pm,Paul Moon,White Hall 110
2716,PSYC,210-1,Adult Psychopathology,TuTh,1:00pm,2:15pm,Elaine Walker,New Psyc Bldg 290 (36 Eagle Ro
2717,PSYC,211-1,Childhood Psychopathology,MW,11:30am,12:45pm,Elaine Johnson,Registrar Room Pool Requested
2718,PSYC,212-1,Social Psychology,MW,10:00am,11:15am,Jessica Barber,New Psyc Bldg 230 (36 Eagle Ro
2719,PSYC,215-1,Cognition,MW,2:30pm,3:45pm,Philip Kragel,White Hall 101
2720,PSYC,302-1,Human Learning  Memory,TuTh,1:00pm,2:15pm,Stephan Hamann,New Psyc Bldg 230 (36 Eagle Ro
2721,PSYC,309-1,Brain and Language,TuTh,2:30pm,3:45pm,Brianna Yamasaki,Anthropology Building 303
2722,PSYC,310-1,Cognitive Development,TuTh,2:30pm,3:45pm,Stella Lourenco,New Psyc Bldg 230 (36 Eagle Ro
2723,PSYC,317-1,Psycholinguistics,MW,1:00pm,2:15pm,Yun Kim,Candler Library 114
2724,PSYC,320-1,Animal Behavior,TuTh,2:30pm,3:45pm,Harold Gouzoules,New Psyc Bldg 290 (36 Eagle Ro
2725,PSYC,324-1,Sleep  Dreaming Brain  Mind,MW,11:30am,12:45pm,Hillary Rodman,New Psyc Bldg 230 (36 Eagle Ro
2726,PSYC,325-1,Primate Social Psychology,TuTh,10:00am,11:15am,Ben Wilson,New Psyc Bldg 290 (36 Eagle Ro
2727,PSYC,353-1,Behavioral Neuroscience,MW,2:30pm,3:45pm,Alex Grizzell,1462 Clifton Rd 230
2728,PSYC,381-1,NeuroeconomicsDecisionMaking,MW,1:00pm,2:15pm,Gregory Berns,New Psyc Bldg 230 (36 Eagle Ro
2729,PSYC,385-2,Special Topics in Psychology,TuTh,10:00am,11:15am,Jessica Barber,New Psyc Bldg 220 (36 Eagle Ro
2730,PSYC,385-3,Special Topics in Psychology,TuTh,11:30am,12:45pm,Dongning Ren,White Hall 111
2731,PSYC,385-4,Special Topics in Psychology,TuTh,8:30am,9:45am,Ebony Respress,New Psyc Bldg 230 (36 Eagle Ro
2732,PSYC,385-5,Special Topics in Psychology,TuTh,1:00pm,2:15pm,Sara Botto,New Psyc Bldg 220 (36 Eagle Ro
2733,PSYC,430-1,Advanced Statistics and Research Methods,MW,10:00am,11:15am,Yuk Cheong,New Psyc Bldg 361 (36 Eagle Ro
2734,PSYC,474R-1,Sem Developmental Psychology,TuTh,10:00am,11:15am,Sara Botto,New Psyc Bldg 393 (36 Eagle Ro
2735,PSYC,495A-1,Honors Program,W,1:00pm,3:45pm,Patricia Bauer,New Psyc Bldg 280 (36 Eagle Ro
2778,PSYC,542-1,Research Methods in Clinical Psychology,M,10:00am,12:30pm,Patricia Brennan,New Psyc Bldg 493 (36 Eagle Ro
2779,PSYC,544-1,Developmental Theory  Methods,W,4:00pm,6:45pm,Philippe Rochat,New Psyc Bldg 280 (36 Eagle Ro
2780,PSYC,548-1,Assessment IPsychometrics,TuTh,10:00am,11:15am,Ann Abramowitz,New Psyc Bldg 225 (36 Eagle Ro
2781,PSYC,562-1,Statistics I Design  Analysis,TuTh,1:00pm,2:15pm,Phillip Wolff,New Psyc Bldg 361 (36 Eagle Ro
2810,PSYC,770R-3,Topic Seminars Psych,M,10:00am,12:30pm,Irwin Waldman,New Psyc Bldg 494 (36 Eagle Ro
2811,PSYC,777R-1,Research Seminar A,Th,4:00pm,5:30pm,Arber Tasimi,New Psyc Bldg 280 (36 Eagle Ro
2812,PSYC,778R-1,Research Seminar B,Tu,4:00pm,5:30pm,Michael Treadway,New Psyc Bldg 280 (36 Eagle Ro
2850,PSYC,110-2,Introduction to Psychobiology  Cognition,TuTh,11:30am,12:45pm,Sharon Lewis,Seney Hall 322 Oxford
2851,PSYC,110-3,Introduction to Psychobiology  Cognition,TuTh,10:00am,11:15am,Sharon Lewis,Seney Hall 322 Oxford
2852,PSYC,111-1,Introduction to Psychology II Development Social Behavior and Individual Differences,TuTh,11:30am,12:45pm,Leyla Eghbalzad,Pierce Hall 237
2853,PSYC,111-2,Introduction to Psychology II Development Social Behavior and Individual Differences,TuTh,4:00pm,5:15pm,Leyla Eghbalzad,Pierce Hall 237
2854,PSYC,205-1,Child Development,TuTh,1:00pm,2:15pm,Leyla Eghbalzad,Pierce Hall 237
2855,PSYC,223Q-1,Drugs and Behavior,MW,2:30pm,3:45pm,Jennifer McGee,LIBR_230_Classroom
2856,PSYC,223Q-2,Drugs and Behavior,MW,10:00am,11:15am,Jennifer McGee,LIBR_230_Classroom
2857,PSYC,385R-1,Special Topics In Psychology,TuTh,2:30pm,3:45pm,Scott Garner,Oxford Science Building 415
2858,PSYC,385R-2,Special Topics In Psychology,TuTh,4:00pm,5:15pm,Scott Garner,Oxford Science Building 415
2859,IDS,190-1,Fresh Sem IDS,TuTh,1:00pm,2:15pm,Kim Loudermilk,Callaway Center S420
2860,IDS,200W-1,Interdisciplinary Foundations,MW,8:30am,9:45am,Peter Wakefield,Callaway Center S420
2861,IDS,205W-1,Science  the Nature of Evidence,MW,10:00am,11:15am,Arri Eisen,Callaway Center S420
2862,IDS,216W-1,Visual Culture,TuTh,10:00am,11:15am,Rose DeightonMohammed,Callaway Center S420
2863,IDS,285W-1,IntroInterdisciplinary Topics,TuTh,2:30pm,3:45pm,Juliette Apkarian,MODERN LANGUAGE_330
2864,IDS,385-1,Special Topics,MW,1:00pm,2:15pm,Mark Risjord,Callaway Center S420
2865,IDS,385W-1,Special Topics,MW,11:30am,12:45pm,Peter Wakefield,Callaway Center S420
2866,IDS,385-2,Special Topics,TuTh,2:30pm,3:45pm,Cynthia Blakeley,Callaway Center S420
2867,IDS,385-3,Special Topics,TuTh,1:00pm,2:15pm,Kelsey Bohlke,Rich Building 211
2869,IDS,491W-1,Senior Seminar,TuTh,4:00pm,5:15pm,Kim Loudermilk,Callaway Center S420
2871,SPAN,101-1,Elementary Spanish I,MW,8:30am,9:45am,Jennifer Feldman,Callaway Center S103
2872,SPAN,101-2,Elementary Spanish I,MW,10:00am,11:15am,Jennifer Feldman,Callaway Center S103
2873,SPAN,101-3,Elementary Spanish I,TuTh,10:00am,11:15am,Laura Mejia,Rich Building 211
2874,SPAN,101-4,Elementary Spanish I,TuTh,11:30am,12:45pm,Willie Hurst,North Decatur Building 111
2875,SPAN,201-1,Intermediate Spanish I,MW,8:30am,9:45am,Cesar Sierra,Ignatius Few Building_129
2876,SPAN,201-2,Intermediate Spanish I,MW,10:00am,11:15am,Cesar Sierra,Ignatius Few Building_129
2877,SPAN,201-3,Intermediate Spanish I,MW,11:30am,12:45pm,Not Listed,North Decatur Building 112
2878,SPAN,201-4,Intermediate Spanish I,MW,1:00pm,2:15pm,Not Listed,North Decatur Building 112
2879,SPAN,201-5,Intermediate Spanish I,MW,2:30pm,3:45pm,Not Listed,North Decatur Building 112
2880,SPAN,201-6,Intermediate Spanish I,MW,4:00pm,5:15pm,Not Listed,North Decatur Building 112
2881,SPAN,201-7,Intermediate Spanish I,TuTh,8:30am,9:45am,Lisa Dillman,Candler Library 121
2882,SPAN,201-8,Intermediate Spanish I,TuTh,10:00am,11:15am,Lisa Dillman,Candler Library 121
2883,SPAN,212-1,Intro to Hisp Texts  Contexts,MW,10:00am,11:15am,Maria Gonzalez,Candler Library 122
2884,SPAN,212-2,Intro to Hisp Texts  Contexts,MW,11:30am,12:45pm,Maria Gonzalez,Candler Library 122
2885,SPAN,212-3,Intro to Hisp Texts  Contexts,MW,4:00pm,5:15pm,Not Listed,Candler Library 121
2886,SPAN,212-4,Intro to Hisp Texts  Contexts,TuTh,10:00am,11:15am,Jose Londono,North Decatur Building 111
2887,SPAN,212-5,Intro to Hisp Texts  Contexts,TuTh,11:30am,12:45pm,Katherine Ostrom,Anthropology Building 107
2888,SPAN,212-6,Intro to Hisp Texts  Contexts,TuTh,1:00pm,2:15pm,Not Listed,North Decatur Building 109
2889,SPAN,212-7,Intro to Hisp Texts  Contexts,TuTh,2:30pm,3:45pm,Not Listed,North Decatur Building 109
2890,SPAN,212-8,Intro to Hisp Texts  Contexts,TuTh,4:00pm,5:15pm,Robyn Clarke,Callaway Center C203
2891,SPAN,285-1,Topics Hispanic Studies,M,5:30pm,6:20pm,Katherine Ostrom,Callaway Center S104
2892,SPAN,285-2,Topics Hispanic Studies,W,2:00pm,2:50pm,Maria Gonzalez,Rich Building 210
2893,SPAN,301W-1,Early Hispanic Texts  Contexts,MW,11:30am,12:45pm,Cesar Sierra,Ignatius Few Building_129
2894,SPAN,302W-1,Modern Hispanic Texts  Contexts,TuTh,10:00am,11:15am,Hernan Feldman,Callaway Center N118
2895,SPAN,302W-2,Modern Hispanic Texts  Contexts,TuTh,11:30am,12:45pm,Hernan Feldman,Callaway Center N118
2896,SPAN,303-1,Phonetics The Sounds of Spanish,MW,11:30am,12:45pm,Donald Tuten,Candler Library 121
2897,SPAN,303-2,Phonetics The Sounds of Spanish,TuTh,5:30pm,6:45pm,Robyn Clarke,Callaway Center C203
2898,SPAN,304-1,Introduction to Spanish Linguistics,TuTh,1:00pm,2:15pm,Jose BoiguesLopez,Ignatius Few Building_129
2899,SPAN,304-2,Introduction to Spanish Linguistics,TuTh,2:30pm,3:45pm,Jose BoiguesLopez,Ignatius Few Building_129
2900,SPAN,311-1,Hispanic Narrative,MW,11:30am,12:45pm,Not Listed,North Decatur Building 111
2901,SPAN,318-1,Critical Writing in Hispanic Topics,TuTh,11:30am,12:45pm,Jose BoiguesLopez,Ignatius Few Building_129
2902,SPAN,341-1,Hispanic UtopiasDystopias,MW,10:00am,11:15am,Hazel Gold,Callaway Center S501
2903,SPAN,385-1,Topics in Language and Culture,TuTh,1:00pm,2:15pm,Juan Chacon,Ignatius Few Building_131
2904,SPAN,409-1,Medical Discourse in Latin America,TuTh,10:00am,11:15am,Xochiquetzal MarsilliVargas,North Decatur Building 109
2905,SPAN,410-1,Topics in Spanish Linguistics,TuTh,11:30am,12:45pm,Not Listed,North Decatur Building 109
