,Class Prefix,Class Number,Class title,Class day,start_time,finish_time,Class instructor,Class location
2,HNDI,101-1,Elementary Hindi I,TuTh,1:00pm,2:15pm,Prema Gandhi,Online/Callaway Center S101
3,HNDI,101-2,Elementary Hindi I,TuThF,1:00pm,2:15pm,Brajesh Samarth,Online/New Psyc Bldg 235 (36 Eagle Ro
4,HNDI,201-1,Intermediate Hindi I,TuTh,2:30pm,3:20pm,Brajesh Samarth,New Psyc Bldg 235 (36 Eagle Ro
6,PSYC,110-1,Intro Psyc IPsychobio  Cognition,MW,10:00am,11:15am,Not Listed,White Hall 206
7,PSYC,110-2,Intro Psyc IPsychobio  Cognition,MW,10:00am,10:50am,David Edwards,New Psyc Bldg 290 (36 Eagle Ro
8,PSYC,110-3,Intro Psyc IPsychobio  Cognition,TuTh,2:30pm,3:45pm,Paul Moon,New Psyc Bldg 290 (36 Eagle Ro
9,PSYC,110-4,Intro Psyc IPsychobio  Cognition,TuTh,11:30am,12:45pm,Aubrey Kelly,New Psyc Bldg 290 (36 Eagle Ro
10,PSYC,111-2,Intro To Psyc II,MW,8:30am,9:45am,Ebony Respress,New Psyc Bldg 290 (36 Eagle Ro
11,PSYC,111-3,Intro To Psyc II,TuTh,1:00pm,2:15pm,Arber Tasimi,Anthropology Building 303
12,PSYC,180-1,Research in College Drug Use,MW,11:30am,12:45pm,Rohan Palmer,New Psyc Bldg 361 (36 Eagle Ro
13,PSYC,190-1,Fresh Sem Psychology,W,2:30pm,5:15pm,Stephan Hamann,New Psyc Bldg 493 (36 Eagle Ro
14,PSYC,190-2,Fresh Sem Psychology,Tu,1:00pm,3:45pm,Lynne Nygaard,New Psyc Bldg 393 (36 Eagle Ro
15,PSYC,190-3,Fresh Sem Psychology,W,10:00am,12:30pm,Philippe Rochat,New Psyc Bldg 493 (36 Eagle Ro
16,PSYC,200W-LAB1,Lab In Experimental Methods,W,2:30pm,3:45pm,Elizabeth Kim,New Psyc Bldg 393 (36 Eagle Ro
17,PSYC,200W-LAB2,Lab In Experimental Methods,W,4:00pm,5:15pm,Elizabeth Kim,New Psyc Bldg 393 (36 Eagle Ro
18,PSYC,200W-LAB3,Lab In Experimental Methods,W,5:30pm,6:45pm,Elizabeth Kim,New Psyc Bldg 393 (36 Eagle Ro
19,PSYC,200W-LAB4,Lab In Experimental Methods,W,7:00pm,8:15pm,Elizabeth Kim,New Psyc Bldg 393 (36 Eagle Ro
20,PSYC,200W-LAB5,Lab In Experimental Methods,Th,2:30pm,3:45pm,Elizabeth Kim,New Psyc Bldg 393 (36 Eagle Ro
21,PSYC,200W-LAB6,Lab In Experimental Methods,Th,4:00pm,5:15pm,Elizabeth Kim,New Psyc Bldg 393 (36 Eagle Ro
22,PSYC,200W-LAB7,Lab In Experimental Methods,Th,5:30pm,6:45pm,Elizabeth Kim,New Psyc Bldg 393 (36 Eagle Ro
23,PSYC,200W-1,Lab In Experimental Methods,MW,11:30am,12:45pm,Elizabeth Kim,New Psyc Bldg 290 (36 Eagle Ro
24,PSYC,205-1,Child Development,MW,8:30am,9:45am,Elizabeth Kim,New Psyc Bldg 230 (36 Eagle Ro
25,PSYC,207-1,Brain  Behavior,TuTh,1:00pm,2:15pm,Ali Cohen,White Hall 205
26,PSYC,209-1,Perception and Action,TuTh,2:30pm,3:45pm,Paul Moon,White Hall 110
27,PSYC,210-1,Adult Psychopathology,TuTh,1:00pm,2:15pm,Elaine Walker,New Psyc Bldg 290 (36 Eagle Ro
28,PSYC,211-1,Childhood Psychopathology,MW,11:30am,12:45pm,Elaine Johnson,Registrar Room Pool Requested
29,PSYC,212-1,Social Psychology,MW,10:00am,11:15am,Jessica Barber,New Psyc Bldg 230 (36 Eagle Ro
30,PSYC,215-1,Cognition,MW,2:30pm,3:45pm,Philip Kragel,White Hall 101
31,PSYC,302-1,Human Learning  Memory,TuTh,1:00pm,2:15pm,Stephan Hamann,New Psyc Bldg 230 (36 Eagle Ro
32,PSYC,309-1,Brain and Language,TuTh,2:30pm,3:45pm,Brianna Yamasaki,Anthropology Building 303
33,PSYC,310-1,Cognitive Development,TuTh,2:30pm,3:45pm,Stella Lourenco,New Psyc Bldg 230 (36 Eagle Ro
34,PSYC,317-1,Psycholinguistics,MW,1:00pm,2:15pm,Yun Kim,Candler Library 114
35,PSYC,320-1,Animal Behavior,TuTh,2:30pm,3:45pm,Harold Gouzoules,New Psyc Bldg 290 (36 Eagle Ro
36,PSYC,324-1,Sleep  Dreaming Brain  Mind,MW,11:30am,12:45pm,Hillary Rodman,New Psyc Bldg 230 (36 Eagle Ro
37,PSYC,325-1,Primate Social Psychology,TuTh,10:00am,11:15am,Ben Wilson,New Psyc Bldg 290 (36 Eagle Ro
38,PSYC,353-1,Behavioral Neuroscience,MW,2:30pm,3:45pm,Alex Grizzell,1462 Clifton Rd 230
39,PSYC,381-1,NeuroeconomicsDecisionMaking,MW,1:00pm,2:15pm,Gregory Berns,New Psyc Bldg 230 (36 Eagle Ro
40,PSYC,385-2,Special Topics in Psychology,TuTh,10:00am,11:15am,Jessica Barber,New Psyc Bldg 220 (36 Eagle Ro
41,PSYC,385-3,Special Topics in Psychology,TuTh,11:30am,12:45pm,Dongning Ren,White Hall 111
42,PSYC,385-4,Special Topics in Psychology,TuTh,8:30am,9:45am,Ebony Respress,New Psyc Bldg 230 (36 Eagle Ro
43,PSYC,385-5,Special Topics in Psychology,TuTh,1:00pm,2:15pm,Sara Botto,New Psyc Bldg 220 (36 Eagle Ro
44,PSYC,430-1,Advanced Statistics and Research Methods,MW,10:00am,11:15am,Yuk Cheong,New Psyc Bldg 361 (36 Eagle Ro
45,PSYC,474R-1,Sem Developmental Psychology,TuTh,10:00am,11:15am,Sara Botto,New Psyc Bldg 393 (36 Eagle Ro
46,PSYC,495A-1,Honors Program,W,1:00pm,3:45pm,Patricia Bauer,New Psyc Bldg 280 (36 Eagle Ro
89,PSYC,542-1,Research Methods in Clinical Psychology,M,10:00am,12:30pm,Patricia Brennan,New Psyc Bldg 493 (36 Eagle Ro
90,PSYC,544-1,Developmental Theory  Methods,W,4:00pm,6:45pm,Philippe Rochat,New Psyc Bldg 280 (36 Eagle Ro
91,PSYC,548-1,Assessment IPsychometrics,TuTh,10:00am,11:15am,Ann Abramowitz,New Psyc Bldg 225 (36 Eagle Ro
92,PSYC,562-1,Statistics I Design  Analysis,TuTh,1:00pm,2:15pm,Phillip Wolff,New Psyc Bldg 361 (36 Eagle Ro
121,PSYC,770R-3,Topic Seminars Psych,M,10:00am,12:30pm,Irwin Waldman,New Psyc Bldg 494 (36 Eagle Ro
122,PSYC,777R-1,Research Seminar A,Th,4:00pm,5:30pm,Arber Tasimi,New Psyc Bldg 280 (36 Eagle Ro
123,PSYC,778R-1,Research Seminar B,Tu,4:00pm,5:30pm,Michael Treadway,New Psyc Bldg 280 (36 Eagle Ro
161,PSYC,110-2,Introduction to Psychobiology  Cognition,TuTh,11:30am,12:45pm,Sharon Lewis,Seney Hall 322 Oxford
162,PSYC,110-3,Introduction to Psychobiology  Cognition,TuTh,10:00am,11:15am,Sharon Lewis,Seney Hall 322 Oxford
163,PSYC,111-1,Introduction to Psychology II Development Social Behavior and Individual Differences,TuTh,11:30am,12:45pm,Leyla Eghbalzad,Pierce Hall 237
164,PSYC,111-2,Introduction to Psychology II Development Social Behavior and Individual Differences,TuTh,4:00pm,5:15pm,Leyla Eghbalzad,Pierce Hall 237
165,PSYC,205-1,Child Development,TuTh,1:00pm,2:15pm,Leyla Eghbalzad,Pierce Hall 237
166,PSYC,223Q-1,Drugs and Behavior,MW,2:30pm,3:45pm,Jennifer McGee,LIBR_230_Classroom
167,PSYC,223Q-2,Drugs and Behavior,MW,10:00am,11:15am,Jennifer McGee,LIBR_230_Classroom
168,PSYC,385R-1,Special Topics In Psychology,TuTh,2:30pm,3:45pm,Scott Garner,Oxford Science Building 415
169,PSYC,385R-2,Special Topics In Psychology,TuTh,4:00pm,5:15pm,Scott Garner,Oxford Science Building 415
170,IDS,190-1,Fresh Sem IDS,TuTh,1:00pm,2:15pm,Kim Loudermilk,Callaway Center S420
171,IDS,200W-1,Interdisciplinary Foundations,MW,8:30am,9:45am,Peter Wakefield,Callaway Center S420
172,IDS,205W-1,Science  the Nature of Evidence,MW,10:00am,11:15am,Arri Eisen,Callaway Center S420
173,IDS,216W-1,Visual Culture,TuTh,10:00am,11:15am,Rose DeightonMohammed,Callaway Center S420
174,IDS,285W-1,IntroInterdisciplinary Topics,TuTh,2:30pm,3:45pm,Juliette Apkarian,MODERN LANGUAGE_330
175,IDS,385-1,Special Topics,MW,1:00pm,2:15pm,Mark Risjord,Callaway Center S420
176,IDS,385W-1,Special Topics,MW,11:30am,12:45pm,Peter Wakefield,Callaway Center S420
177,IDS,385-2,Special Topics,TuTh,2:30pm,3:45pm,Cynthia Blakeley,Callaway Center S420
178,IDS,385-3,Special Topics,TuTh,1:00pm,2:15pm,Kelsey Bohlke,Rich Building 211
180,IDS,491W-1,Senior Seminar,TuTh,4:00pm,5:15pm,Kim Loudermilk,Callaway Center S420
182,SPAN,101-1,Elementary Spanish I,MW,8:30am,9:20am,Jennifer Feldman,Callaway Center S103
183,SPAN,101-2,Elementary Spanish I,MW,10:00am,10:50am,Jennifer Feldman,Callaway Center S103
184,SPAN,101-3,Elementary Spanish I,TuTh,10:00am,10:50am,Laura Mejia,Rich Building 211
185,SPAN,101-4,Elementary Spanish I,TuTh,11:30am,12:20pm,Willie Hurst,North Decatur Building 111
186,SPAN,201-1,Intermediate Spanish I,MW,8:30am,9:45am,Cesar Sierra,Ignatius Few Building_129
187,SPAN,201-2,Intermediate Spanish I,MW,10:00am,11:15am,Cesar Sierra,Ignatius Few Building_129
188,SPAN,201-3,Intermediate Spanish I,MW,11:30am,12:45pm,Not Listed,North Decatur Building 112
189,SPAN,201-4,Intermediate Spanish I,MW,1:00pm,2:15pm,Not Listed,North Decatur Building 112
190,SPAN,201-5,Intermediate Spanish I,MW,2:30pm,3:45pm,Not Listed,North Decatur Building 112
191,SPAN,201-6,Intermediate Spanish I,MW,4:00pm,5:15pm,Not Listed,North Decatur Building 112
192,SPAN,201-7,Intermediate Spanish I,TuTh,8:30am,9:45am,Lisa Dillman,Candler Library 121
193,SPAN,201-8,Intermediate Spanish I,TuTh,10:00am,11:15am,Lisa Dillman,Candler Library 121
194,SPAN,212-1,Intro to Hisp Texts  Contexts,MW,10:00am,11:15am,Maria Gonzalez,Candler Library 122
195,SPAN,212-2,Intro to Hisp Texts  Contexts,MW,11:30am,12:45pm,Maria Gonzalez,Candler Library 122
196,SPAN,212-3,Intro to Hisp Texts  Contexts,MW,4:00pm,5:15pm,Not Listed,Candler Library 121
197,SPAN,212-4,Intro to Hisp Texts  Contexts,TuTh,10:00am,11:15am,Jose Londono,North Decatur Building 111
198,SPAN,212-5,Intro to Hisp Texts  Contexts,TuTh,11:30am,12:45pm,Katherine Ostrom,Anthropology Building 107
199,SPAN,212-6,Intro to Hisp Texts  Contexts,TuTh,1:00pm,2:15pm,Not Listed,North Decatur Building 109
200,SPAN,212-7,Intro to Hisp Texts  Contexts,TuTh,2:30pm,3:45pm,Not Listed,North Decatur Building 109
201,SPAN,212-8,Intro to Hisp Texts  Contexts,TuTh,4:00pm,5:15pm,Robyn Clarke,Callaway Center C203
202,SPAN,285-1,Topics Hispanic Studies,M,5:30pm,6:20pm,Katherine Ostrom,Callaway Center S104
203,SPAN,285-2,Topics Hispanic Studies,W,2:00pm,2:50pm,Maria Gonzalez,Rich Building 210
204,SPAN,301W-1,Early Hispanic Texts  Contexts,MW,11:30am,12:45pm,Cesar Sierra,Ignatius Few Building_129
205,SPAN,302W-1,Modern Hispanic Texts  Contexts,TuTh,10:00am,11:15am,Hernan Feldman,Callaway Center N118
206,SPAN,302W-2,Modern Hispanic Texts  Contexts,TuTh,11:30am,12:45pm,Hernan Feldman,Callaway Center N118
207,SPAN,303-1,Phonetics The Sounds of Spanish,MW,11:30am,12:45pm,Donald Tuten,Candler Library 121
208,SPAN,303-2,Phonetics The Sounds of Spanish,TuTh,5:30pm,6:45pm,Robyn Clarke,Callaway Center C203
209,SPAN,304-1,Introduction to Spanish Linguistics,TuTh,1:00pm,2:15pm,Jose BoiguesLopez,Ignatius Few Building_129
210,SPAN,304-2,Introduction to Spanish Linguistics,TuTh,2:30pm,3:45pm,Jose BoiguesLopez,Ignatius Few Building_129
211,SPAN,311-1,Hispanic Narrative,MW,11:30am,12:45pm,Not Listed,North Decatur Building 111
212,SPAN,318-1,Critical Writing in Hispanic Topics,TuTh,11:30am,12:45pm,Jose BoiguesLopez,Ignatius Few Building_129
213,SPAN,341-1,Hispanic UtopiasDystopias,MW,10:00am,11:15am,Hazel Gold,Callaway Center S501
214,SPAN,385-1,Topics in Language and Culture,TuTh,1:00pm,2:15pm,Juan Chacon,Ignatius Few Building_131
215,SPAN,409-1,Medical Discourse in Latin America,TuTh,10:00am,11:15am,Xochiquetzal MarsilliVargas,North Decatur Building 109
216,SPAN,410-1,Topics in Spanish Linguistics,TuTh,11:30am,12:45pm,Not Listed,North Decatur Building 109
217,SPAN,421W-1,Mexican National Cinema,TuTh,1:00pm,2:15pm,Monica Blizzard,North Decatur Building 111
218,SPAN,423-1,Madrid Barcelona New York,MW,1:00pm,2:15pm,Hazel Gold,Callaway Center S501
219,SPAN,485-1,Topics in Hispanic Culture,TuTh,11:30am,12:45pm,Jose Quiroga,MODERN LANGUAGE_128
220,SPAN,485-2,Topics in Hispanic Culture,MW,4:00pm,5:15pm,David Nichols,Candler Library 122
221,SPAN,312-1,Theatre Film  Performing Art,TuTh,11:30am,12:45pm,Salvador Raggio,Seney Hall 310 Oxford
222,SPAN,312-2,Theatre Film  Performing Art,TuTh,1:00pm,2:15pm,Salvador Raggio,Seney Hall 310 Oxford
223,EAS,190-1,Freshmen Seminar,TuTh,8:30am,9:45am,Cheryl Crowley,Emerson Chemistry Bldg. E103
224,EAS,228-1,Asian American History,TuTh,4:00pm,5:15pm,Chris Suh,New Psyc Bldg 230 (36 Eagle Ro
225,EAS,250-1,Introduction to East Asian Studies,MW,11:30am,12:45pm,Hwisang Cho,New Psyc Bldg 235 (36 Eagle Ro
226,EAS,260-1,East Asia 1500 to Present,MW,1:00pm,2:15pm,Hwisang Cho,White Hall 112
227,EAS,317-1,East Asian Buddhism,MW,1:00pm,2:15pm,Wei Wu,Candler Library 122
228,EAS,385-1,Special Topics East Asian Studies,TuTh,11:30am,12:45pm,Not Listed,Registrar Room Pool Requested
229,EAS,450W-1,Seminar in East Asian Studies,MW,2:30pm,3:45pm,Guangchen Chen,Anthropology Building 105
237,MESAS,100-1,Introduction to Middle Eastern Civilizations,TuTh,2:30pm,3:45pm,Craig Perry,White Hall 101
238,MESAS,102-1,Introduction to South Asian Civilizations,TuTh,10:00am,11:15am,Harshita Kamath,Callaway Center C101
239,MESAS,190-1,Freshmen Seminar in MESAS,MW,10:00am,11:15am,Geoffrey Levin,Callaway Center N118
240,MESAS,190-2,Freshmen Seminar in MESAS,TuTh,4:00pm,5:15pm,Brajesh Samarth,Callaway Center S102
241,MESAS,190-3,Freshmen Seminar in MESAS,MW,4:00pm,5:15pm,Hossein Samei,Callaway Center S103
242,MESAS,190-4,Freshmen Seminar in MESAS,MW,11:30am,12:45pm,Vincent Cornell,Candler Library 124
243,MESAS,190-5,Freshmen Seminar in MESAS,MW,10:00am,11:15am,Ruby Lal,New Psyc Bldg 393 (36 Eagle Ro
244,MESAS,190-6,Freshmen Seminar in MESAS,M,2:30pm,5:15pm,Craig Perry,Callaway Center N204
245,MESAS,240-1,Conversational Tibetan,TuTh,3:00pm,3:50pm,Tsepak Rigzin,New Psyc Bldg 220 (36 Eagle Ro
246,MESAS,244W-1,The Quran,MW,1:00pm,2:15pm,Devin Stewart,New Psyc Bldg 250 (36 Eagle Ro
247,MESAS,254-1,From Pearls to Petroleum,MW,1:00pm,2:15pm,Roxani Margariti,New Psyc Bldg 235 (36 Eagle Ro
248,MESAS,270-1,Special Topics MESAS200 Level,TuTh,10:00am,11:15am,Yacine Addoun,Ignatius Few Building_129
249,MESAS,270-2,Special Topics MESAS200 Level,TuTh,1:00pm,2:15pm,Yacine Addoun,Tarbutton Hall 105
250,MESAS,270-3,Special Topics MESAS200 Level,MW,11:30am,12:45pm,Geoffrey Levin,Callaway Center N118
251,MESAS,270-4,Special Topics MESAS200 Level,TuTh,11:30am,12:45pm,Petra Creamer,1462 Clifton Rd 100C
252,MESAS,300W-1,Beyond Borders Imagine MESA,MW,4:00pm,5:15pm,Roxani Margariti,New Psyc Bldg 225 (36 Eagle Ro
253,MESAS,319-1,Media Islam and Social Movements,TuTh,4:00pm,5:15pm,Sam Cherribi,Anthropology Building 303
254,MESAS,330-1,Tibetan Culture,MW,1:00pm,2:15pm,Tsepak Rigzin,Callaway Center C101
255,MESAS,348W-1,IsraeliPalestinian Literature,MW,2:30pm,3:45pm,Ofra Yeglin,New Psyc Bldg 225 (36 Eagle Ro
256,MESAS,353-1,PolEconof MEast  N Africa,TuTh,5:30pm,6:45pm,Sam Cherribi,Anthropology Building 303
257,MESAS,370-1,Special Topics MESAS300 Level,TuTh,11:30am,12:45pm,Courtney Freer,Anthropology Building 303
258,MESAS,370-2,Special Topics MESAS300 Level,TuTh,2:30pm,3:45pm,Courtney Freer,White Hall 206
259,MESAS,375W-1,Topics In Jewish Literature,MW,11:30am,12:45pm,Ofra Yeglin,Anthropology Building 105
260,MESAS,378W-1,Caste,TuTh,1:00pm,2:15pm,Harshita Kamath,Woodruff Library 422
261,MESAS,430-1,Gender Sexuality Islam,MW,2:30pm,3:45pm,Scott Kugle,Callaway Center S103
262,MESAS,466W-1,India The Home and the World,W,1:00pm,3:45pm,Gyanendra Pandey,Bowden Hall 323
264,TBT,101-1,Elementary Tibetan I,TuTh,10:00am,10:50am,Tsepak Rigzin,Online/Tarbutton Hall 218
265,RP,648-800,Readings Psychology of Religion,MTuWThF,9:00am,2:00pm,Keith Menhinick,Rita Anne Rollins Building_322
266,SR,593-1,Religion  Health Sexual  Reproductive Health,M,1:00pm,4:00pm,John Blevins,TBA
267,SR,601-1,Sociology Of Religion,M,2:30pm,5:30pm,Jonathan Calvillo,Rita Anne Rollins Building_421
268,SR,613-1,Gender In US Religion,MW,2:30pm,3:50pm,Nichole Phillips,Rita Anne Rollins Building_322
269,SR,623-1,Religion in Urban Landscape,Th,2:30pm,5:30pm,Jonathan Calvillo,Rita Anne Rollins Building_447
271,SR,645-1,Race Class and the Making of American Religion,M,2:30pm,4:30pm,Marla Frederick,Online
272,SR,665-1,Catholicism in America Migration Transnationalism  Devotion,W,1:00pm,4:00pm,Susan Reynolds,Rita Anne Rollins Building_549
273,DANC,121R-1,Ballet Dance I Introduction,TuTh,10:00am,11:15am,Angela Harris,Woodruff PE Center- Dance Stud
274,DANC,121R-2,Ballet Dance I Introduction,TuTh,11:30am,12:45pm,Angela Harris,Woodruff PE Center- Dance Stud
275,DANC,123R-1,Contemporary Modern Dance I Introduction,TuTh,2:30pm,3:45pm,Kristin ONeal,Schwartz Center Studio 255
276,DANC,124R-1,Jazz Dance I Introduction,MW,1:00pm,2:15pm,Tara Myers,Schwartz Center Studio 255
277,DANC,150R-1,Movement Improvisation,TuTh,4:00pm,5:15pm,Kristin ONeal,Schwartz Center Studio 255
278,DANC,150R-2,Movement Improvisation,MW,10:00am,11:15am,Lori Teague,Woodruff PE Center- Dance Stud
279,DANC,190-1,Freshman Seminar,MW,11:30am,12:45pm,George Staib,Cox Computer Classroom 230A
285,DANC,212R-1,Topics in Dance Technique,MW,4:00pm,5:15pm,Maho Ishiguro,Rich Building 117-Dance Studio
286,DANC,215R-1,Kuchipudi,MW,10:00am,11:15am,Sasikala Penumarthi,Schwartz Center Studio 255
287,DANC,221R-1,Ballet Dance II Advanced Beginning,TuTh,10:00am,11:15am,George Staib,Schwartz Center Studio 255
288,DANC,222R-1,HipHop beginningintermediate,TuTh,2:30pm,3:45pm,Julio Medina,Woodruff PE Center- Dance Stud
289,DANC,223R-1,Contemporary Modern Dance II Advanced Beginning,MW,11:30am,12:45pm,Kristin ONeal,Woodruff PE Center- Dance Stud
290,DANC,224R-1,Jazz Dance II Advanced Beginning,MW,2:30pm,3:45pm,Tara Myers,Schwartz Center Studio 255
291,DANC,226-1,Topics in Somatic Practices,MW,10:00am,11:15am,Mara Mandradjieff,Rich Building 117-Dance Studio
292,DANC,226-2,Topics in Somatic Practices,TuTh,2:30pm,3:45pm,Not Listed,Rich Building 117-Dance Studio
293,DANC,228-1,HipHop Dance and Identity,TuTh,1:00pm,2:15pm,Julio Medina,Woodruff PE Center- Dance Stud
294,DANC,243-1,Arts Administration,F,1:00pm,3:45pm,Ariel Fristoe,Rich Building 201
295,DANC,250-1,Choreography I,MW,4:00pm,5:15pm,Gregory Catellier,Woodruff PE Center- Dance Stud
296,DANC,321R-1,Ballet Dance III Intermediate,TuTh,11:30am,12:45pm,Mara Mandradjieff,Schwartz Center Studio 255
297,DANC,322R-1,HipHop intermediateadvanced,TuTh,4:00pm,5:15pm,Julio Medina,Woodruff PE Center- Dance Stud
298,DANC,323R-1,Contemporary Modern Dance III Intermediate,MWF,1:00pm,2:15pm,George Staib,Woodruff PE Center- Dance Stud
299,DANC,324R-1,Jazz Dance III Intermediate,MW,4:00pm,5:15pm,Tara Myers,Schwartz Center Studio 255
300,DANC,329-1,Art as Work Self Community and Practice,MW,11:30am,12:45pm,Sally Radell,Cox Computer Classroom 230B
301,DANC,330-1,Dance Pedagogy,TuTh,10:00am,11:15am,Lori Teague,Rich Building 117-Dance Studio
302,DANC,385W-1,Spec TopicsDance  Mvmnt Studies,MW,1:00pm,2:15pm,Mara Mandradjieff,Cox Computer Classroom 230B
303,DANC,421R-1,Ballet Dance IV Advanced,TuTh,1:00pm,2:15pm,Mara Mandradjieff,Schwartz Center Studio 255
304,DANC,423R-1,Contemporary Modern Dance IV Advanced,MW,2:30pm,3:45pm,George Staib,Woodruff PE Center- Dance Stud
306,DANC,492R-1,Spec ProjTechnical Production,MTuWThF,11:30am,12:45pm,Gregory Catellier,Schwartz Center Studio 255
313,SUST,201-1,Foundations of Sustainability,MWF,11:30am,12:45pm,John Sitter,MODERN LANGUAGE_330
315,ARTHIST,101-1,Art Culture Context I,MW,11:30am,12:20pm,Linda Merrill,White Hall 205
316,ARTHIST,101-2,Art Culture Context I,MW,10:00am,10:50am,Not Listed,Carlos Hall 211
317,ARTHIST,101-5,Art Culture Context I,MW,11:30am,12:20pm,Not Listed,Carlos Hall 211
318,ARTHIST,101-7,Art Culture Context I,Th,1:00pm,1:50pm,Not Listed,Carlos Hall 211
319,ARTHIST,101-8,Art Culture Context I,Th,2:30pm,3:20pm,Not Listed,Callaway Center S103
320,ARTHIST,101-9,Art Culture Context I,F,10:00am,10:50am,Not Listed,Carlos Hall 211
321,ARTHIST,101-11,Art Culture Context I,F,11:30am,12:20pm,Not Listed,Carlos Hall 211
322,ARTHIST,101-12,Art Culture Context I,F,1:00pm,1:50pm,Not Listed,Carlos Hall 212
323,ARTHIST,103-1,Understanding Architecture,MW,4:00pm,5:15pm,Not Listed,Atwood Chemistry Bldg. 316
324,ARTHIST,210-1,Introduction to Graphics  CAD,Tu,6:00pm,9:00pm,Not Listed,Math & Science Center E301A
325,ARTHIST,212-1,Introto Digital Art History,F,11:30am,1:30pm,Nicole Corrigan,Math & Science Center E301A
326,ARTHIST,213-1,Ancient Egypt Art 3000  1550BC,TuTh,1:00pm,2:15pm,Rune Nyord,Candler Library 101
327,ARTHIST,221-1,Art  Architecture of Ancient Greece,TuTh,10:00am,11:15am,Andrew Ward,Candler Library 101
328,ARTHIST,233-1,Introducing Medieval Buildings,MW,1:00pm,2:15pm,Elizabeth Pastan,White Hall 103
329,ARTHIST,243-1,Arts Administration,F,1:00pm,3:45pm,Ariel Fristoe,Rich Building 201
330,ARTHIST,252-1,European Painting 15901789,TuTh,4:00pm,5:15pm,Annie Maloney,Tarbutton Hall 106
331,ARTHIST,265-1,Europe in the 20th Century,TuTh,11:30am,12:45pm,Raquel Belden,White Hall 103
332,ARTHIST,329-1,Topics Art of Class Antiquity,MW,1:00pm,2:15pm,Eric Varner,Carlos Hall 212
333,ARTHIST,349RW-1,Spec StudRenaissance Art History,TuTh,10:00am,11:15am,Jean Campbell,Carlos Hall 212
334,ARTHIST,355-1,Historical Arts of Africa,TuTh,11:30am,12:45pm,Kyrah Daniels,Emerson Chemistry Bldg. E102
335,ARTHIST,369R-1,Spec Stud19th20th Cent Art,TuTh,2:30pm,3:45pm,Lisa Lee,Callaway Center S105
336,ARTHIST,387-1,Issues in Art Conservation,Th,1:00pm,3:45pm,Renee Stein,Carlos Museum Tate
338,ARTHIST,470RW-1,SemAncient MediterrAnatolian Art,M,2:30pm,5:15pm,Rune Nyord,Carlos Hall Conference
339,ARTHIST,470RW-2,SemAncient MediterrAnatolian Art,Tu,1:00pm,3:45pm,Andrew Ward,Carlos Hall Conference
340,ARTHIST,475RW-1,SemMedEuroRenaisBaroque Art,Th,10:00am,12:45pm,Elizabeth Pastan,Carlos Hall Conference
341,ARTHIST,480RW-1,SemLate18th Cont EurAm Art,Tu,10:00am,12:45pm,Lisa Lee,Carlos Hall Conference
342,ARTHIST,590R-1,Seminar in Methods of Art Historical Research,W,5:15pm,8:00pm,Todd Cronan,Carlos Hall Conference
343,ARTHIST,592G-1,ConservationCultural Properties,Th,1:00pm,3:45pm,Renee Stein,Carlos Museum Tate
344,ARTHIST,592H-1,Intro ComputerAided Design,Tu,6:00pm,9:00pm,Not Listed,Math & Science Center E301A
347,ARTHIST,719R-1,Seminar Ancient Egypt ArtArch,M,2:30pm,5:15pm,Rune Nyord,Carlos Hall Conference
348,ARTHIST,729-1,Seminar Classical ArtArchitect,Tu,1:00pm,3:45pm,Eric Varner,Carlos Museum Tate
349,ARTHIST,739R-1,Seminar Medieval ArtArchitect,Th,10:00am,12:45pm,Elizabeth Pastan,Carlos Hall Conference
350,ARTHIST,775R-1,Seminar ModContemp ArtArch,Tu,10:00am,12:45pm,Lisa Lee,Carlos Hall Conference
351,ARTHIST,790-1,Grad TutorialTeaching Art History,W,1:00pm,2:50pm,Not Listed,Carlos Hall Conference
364,RLE,780-1,Moral Agency Under Constraint,F,9:30am,12:30pm,Ellen Marshall,Emerson Chemistry Bldg. E504
366,ECS,101-1,Emory Edge,W,8:30am,9:20am,Shari Obrentz,Math & Science Center N301
367,ECS,101-2,Emory Edge,W,8:30am,9:20am,Shari Obrentz,Anthropology Building 105
368,ECS,101-3,Emory Edge,W,8:30am,9:20am,Shari Obrentz,Bowden Hall 116
369,ECS,101-4,Emory Edge,W,8:30am,9:20am,Shari Obrentz,Anthropology Building 107
370,ECS,101-5,Emory Edge,W,4:00pm,4:50pm,Shari Obrentz,White Hall 111
371,ECS,101-6,Emory Edge,W,4:00pm,4:50pm,Shari Obrentz,Math & Science Center W301
372,ECS,101-7,Emory Edge,W,4:00pm,4:50pm,Shari Obrentz,Emerson Chemistry Bldg. E102
373,ECS,101-8,Emory Edge,W,4:00pm,4:50pm,Shari Obrentz,Math & Science Center N301
374,ECS,101-9,Emory Edge,W,4:00pm,4:50pm,Shari Obrentz,Callaway Center S102
375,ECS,101-10,Emory Edge,W,4:00pm,4:50pm,Shari Obrentz,Anthropology Building 107
376,ECS,101-11,Emory Edge,W,4:00pm,4:50pm,Shari Obrentz,Math & Science Center W303
377,ECS,101-12,Emory Edge,W,4:00pm,4:50pm,Shari Obrentz,Math & Science Center W307C
378,ECS,101-13,Emory Edge,W,5:00pm,5:50pm,Shari Obrentz,Bowden Hall 118
379,ECS,101-14,Emory Edge,W,5:00pm,5:50pm,Shari Obrentz,Tarbutton Hall 111
